0,1,2,3,4,5,6,7,8,9,10,11,uid
0,80000.0,2,3,1,42,-2,-2,-2,-2,-2,-2,uid_23627
0,210000.0,1,2,2,31,0,0,0,0,0,0,uid_11129
0,130000.0,2,2,1,34,0,0,0,0,-1,-1,uid_24590
0,300000.0,2,1,1,37,-1,-1,0,-1,-1,-1,uid_2347
0,80000.0,2,2,2,28,0,0,0,0,0,0,uid_28466
1,400000.0,2,3,1,41,0,0,0,0,0,0,uid_2855
0,120000.0,2,2,2,27,2,0,0,0,0,0,uid_10875
0,120000.0,1,2,2,28,0,0,2,0,0,0,uid_2057
0,50000.0,2,2,1,56,0,0,0,0,0,0,uid_26434
0,220000.0,1,2,2,29,-1,-1,-1,-1,-1,-1,uid_5667
0,50000.0,2,3,2,23,0,0,0,0,0,0,uid_26740
1,150000.0,2,1,2,32,2,2,2,0,0,2,uid_28806
1,180000.0,2,1,2,27,1,2,2,2,0,0,uid_9533
0,90000.0,2,2,1,25,0,0,0,0,0,0,uid_23980
0,20000.0,2,1,2,23,0,0,0,0,0,0,uid_597
0,70000.0,2,2,1,35,0,0,0,0,0,0,uid_28842
0,70000.0,2,2,2,26,0,0,2,0,0,0,uid_4442
0,30000.0,2,3,1,45,-2,-2,-2,-2,-2,-2,uid_28320
1,50000.0,1,1,2,33,0,0,0,0,0,0,uid_27587
0,220000.0,1,1,2,32,0,0,0,0,0,0,uid_580
0,70000.0,2,2,1,32,2,2,3,2,0,0,uid_3355
0,20000.0,2,1,2,23,0,0,0,0,0,0,uid_794
0,360000.0,1,1,2,30,0,0,0,0,0,0,uid_9779
0,80000.0,1,3,2,34,0,0,0,0,0,0,uid_28044
0,130000.0,1,3,2,27,0,0,0,0,0,0,uid_28276
0,140000.0,2,2,2,23,0,0,0,0,0,0,uid_7906
0,50000.0,1,2,2,35,-1,-1,-1,-1,-1,-1,uid_5530
0,120000.0,2,5,1,57,0,0,0,0,0,0,uid_10436
0,20000.0,1,3,2,37,0,0,0,-1,-1,-2,uid_26394
0,210000.0,1,1,1,53,-1,-1,-1,-1,-1,-1,uid_3928
1,240000.0,2,1,1,36,-1,-1,-1,0,-1,-1,uid_28168
0,150000.0,2,2,2,27,0,0,0,0,0,0,uid_27050
0,400000.0,1,1,2,34,0,0,0,0,0,0,uid_2357
0,180000.0,2,2,1,36,-1,-1,-1,-1,-1,-1,uid_24873
0,50000.0,2,2,1,38,0,0,0,-1,0,0,uid_6920
0,160000.0,1,2,2,26,-1,-1,-1,0,-1,0,uid_25024
0,400000.0,2,2,1,43,1,-2,-2,-2,-1,-1,uid_24051
0,70000.0,1,2,2,28,0,0,2,0,0,0,uid_29854
0,260000.0,2,2,1,40,1,-1,-1,-2,-2,-2,uid_26022
1,100000.0,1,2,1,34,2,2,2,0,0,2,uid_6545
1,170000.0,1,2,1,49,2,2,2,2,2,2,uid_23584
0,370000.0,2,1,2,30,-1,-1,-1,-1,0,0,uid_7989
0,230000.0,2,2,2,31,0,0,-2,-1,-1,0,uid_29171
0,600000.0,2,1,1,53,-2,-2,-2,-2,-2,-2,uid_23001
0,50000.0,1,1,1,40,0,0,0,0,0,0,uid_3643
1,350000.0,2,1,1,52,3,2,2,7,7,7,uid_9328
0,150000.0,2,2,1,40,-1,0,0,0,0,0,uid_25023
0,80000.0,2,3,1,40,0,0,0,0,0,0,uid_26502
0,180000.0,1,2,1,34,-1,-1,-1,-1,-1,-1,uid_1323
0,160000.0,2,2,1,49,-1,-1,-1,-2,-2,-2,uid_9308
0,50000.0,2,1,2,30,0,0,0,0,0,0,uid_9766
0,260000.0,2,2,1,39,-2,-2,-2,-1,-1,-1,uid_26539
0,200000.0,2,1,2,30,0,0,0,0,2,0,uid_3518
1,410000.0,2,1,2,34,1,-1,-1,-2,-2,-1,uid_4703
0,50000.0,1,3,2,33,1,-2,-2,-1,-1,-2,uid_8480
1,210000.0,2,2,1,33,0,0,0,0,0,-1,uid_24491
0,100000.0,1,1,2,34,-1,2,2,-1,-1,-2,uid_28981
0,230000.0,2,3,1,58,1,-2,-1,-1,-1,0,uid_9570
0,160000.0,2,2,1,41,1,2,0,0,0,0,uid_23594
0,80000.0,2,3,1,36,0,0,0,0,0,0,uid_23573
0,20000.0,2,1,2,26,1,-2,-1,-1,-1,-1,uid_29386
0,30000.0,2,2,2,22,0,0,0,0,0,0,uid_22732
0,380000.0,1,2,1,35,0,0,0,0,0,0,uid_23121
0,410000.0,2,5,1,42,0,0,0,0,0,0,uid_10124
0,280000.0,2,1,2,27,0,0,0,0,0,0,uid_24353
1,120000.0,2,2,1,42,2,2,3,2,2,3,uid_29682
0,250000.0,1,2,2,26,0,0,0,0,0,0,uid_25279
0,180000.0,2,2,1,26,-2,-2,-2,-2,-2,-1,uid_4787
0,220000.0,1,2,2,29,0,0,0,0,0,0,uid_1328
1,260000.0,1,3,1,52,0,0,0,0,0,0,uid_4612
0,280000.0,2,2,2,25,0,0,0,0,0,0,uid_29524
1,50000.0,2,2,1,31,2,0,0,0,0,0,uid_5648
0,130000.0,2,5,2,39,-1,-1,-1,-1,-1,-1,uid_7927
0,180000.0,2,2,2,44,0,0,0,0,0,0,uid_5194
0,480000.0,1,2,1,58,0,0,0,0,0,0,uid_10847
0,450000.0,1,1,1,44,-2,-2,-2,-2,-2,-2,uid_5419
0,360000.0,2,2,1,34,0,0,-1,-1,-2,-2,uid_2717
0,360000.0,2,1,1,45,-2,-2,-2,-2,-2,-2,uid_7414
0,200000.0,2,0,2,30,-1,-1,2,-1,-1,-1,uid_6956
0,20000.0,2,5,3,35,0,0,0,0,0,0,uid_10288
0,20000.0,2,1,2,24,2,-1,-1,-1,-1,-1,uid_466
0,160000.0,2,1,1,33,-2,-2,-2,-2,-2,-2,uid_595
0,300000.0,2,2,2,49,1,-2,-2,-2,-2,-2,uid_5977
1,50000.0,2,1,2,23,1,2,0,0,0,0,uid_4547
0,200000.0,2,2,1,35,0,0,0,0,0,0,uid_3510
0,210000.0,2,2,2,35,0,0,0,0,0,0,uid_8458
1,50000.0,1,2,1,39,2,3,2,0,0,0,uid_10685
0,80000.0,2,2,2,40,0,0,0,0,0,0,uid_2425
0,120000.0,1,2,2,28,0,0,0,0,0,0,uid_5212
0,200000.0,1,1,2,28,-2,-2,-2,-2,-2,-2,uid_25557
1,350000.0,1,1,2,34,1,2,0,0,2,0,uid_11180
1,470000.0,2,2,1,27,0,0,0,0,-1,0,uid_29637
0,400000.0,1,1,1,38,-2,-2,-2,-2,-2,-2,uid_27929
0,70000.0,1,1,2,26,2,0,0,0,0,0,uid_25173
1,200000.0,2,3,1,45,-1,-1,0,-1,0,-1,uid_25083
0,20000.0,1,1,2,24,-1,-1,-1,-1,-1,-2,uid_28468
1,80000.0,2,2,1,39,3,2,0,0,2,2,uid_6798
0,220000.0,2,1,2,29,-2,-2,-2,-1,0,0,uid_10153
0,60000.0,2,1,2,32,0,0,0,0,0,0,uid_5490
0,300000.0,2,2,1,49,-1,-1,-1,0,0,0,uid_23760
0,220000.0,1,2,1,40,2,2,0,0,0,0,uid_23606
0,230000.0,1,2,1,41,0,0,0,0,0,0,uid_3489
0,420000.0,2,1,2,29,-2,-2,-2,-2,-2,-2,uid_11201
0,240000.0,2,3,1,44,-1,-1,-1,-1,0,-1,uid_23880
0,60000.0,2,3,3,64,0,0,-1,-1,0,0,uid_9000
0,160000.0,2,1,1,39,0,0,2,0,0,0,uid_27727
0,50000.0,2,3,1,22,0,0,0,0,-1,0,uid_22522
0,50000.0,1,3,1,49,0,0,0,0,0,-1,uid_23324
0,130000.0,1,3,2,45,0,0,-1,0,-1,-1,uid_7191
0,350000.0,2,2,1,32,-2,-2,-1,0,0,0,uid_22903
1,50000.0,1,1,2,26,-1,2,2,-1,0,-1,uid_765
0,350000.0,2,1,2,36,-1,-1,-1,-1,0,-1,uid_27984
0,320000.0,2,3,1,33,0,0,0,0,0,2,uid_10478
0,200000.0,1,1,2,28,-1,2,-1,-1,-2,-2,uid_1861
1,40000.0,2,3,1,55,2,2,7,7,7,7,uid_28278
0,180000.0,2,2,1,43,-2,-2,-2,-2,-2,-2,uid_4732
0,30000.0,2,2,2,31,0,0,0,0,0,0,uid_2579
0,20000.0,2,2,2,41,0,0,0,0,0,0,uid_8660
1,300000.0,2,1,1,26,-1,-1,0,0,-1,-1,uid_8019
1,20000.0,2,3,1,43,1,-2,-2,-2,-2,-2,uid_22933
0,30000.0,2,2,1,51,0,0,-1,-1,-1,-1,uid_10372
0,110000.0,2,1,2,26,0,0,0,0,0,0,uid_6250
0,140000.0,2,1,2,30,0,0,0,0,0,0,uid_2317
0,250000.0,1,3,2,35,-1,-1,-1,-1,-1,-1,uid_8779
0,450000.0,2,1,2,25,-2,-2,-2,-2,-2,-2,uid_8884
0,30000.0,1,2,2,30,4,3,2,2,2,0,uid_3352
0,200000.0,1,1,1,40,-2,-2,-2,-2,-2,-2,uid_29802
1,50000.0,2,2,2,23,0,0,-1,-1,2,0,uid_26823
1,120000.0,2,2,2,25,3,3,2,2,2,2,uid_24941
0,130000.0,2,2,1,31,-1,-1,0,0,0,0,uid_5268
0,20000.0,1,2,2,28,0,0,0,0,0,0,uid_10471
0,280000.0,2,1,2,33,2,0,0,0,0,0,uid_26362
0,500000.0,2,1,1,36,1,-2,-2,-2,-2,-2,uid_4086
0,180000.0,2,2,2,31,-2,-2,-2,-2,-2,-2,uid_24231
1,300000.0,2,1,2,28,-1,-1,-1,-1,-2,-1,uid_22598
0,180000.0,2,2,2,38,0,0,0,0,0,0,uid_8989
1,20000.0,2,2,2,24,0,0,0,0,3,2,uid_4610
1,50000.0,1,2,2,35,0,0,0,0,0,0,uid_28862
0,100000.0,1,2,1,38,0,0,0,0,0,0,uid_29304
0,180000.0,2,3,1,70,0,0,0,0,0,0,uid_2893
1,20000.0,2,2,2,24,2,0,0,0,0,3,uid_26700
0,180000.0,2,1,2,27,0,0,2,0,0,0,uid_40
0,50000.0,1,2,2,32,5,4,3,2,0,0,uid_10812
0,30000.0,1,3,2,59,0,0,0,0,0,0,uid_26870
0,350000.0,1,2,1,39,0,0,0,0,0,0,uid_28423
1,20000.0,2,2,1,33,2,0,0,0,0,0,uid_3948
0,440000.0,2,2,2,40,0,0,0,0,0,0,uid_121
0,200000.0,1,4,1,46,0,0,0,0,0,0,uid_7517
0,260000.0,2,1,2,28,0,0,0,0,0,0,uid_25134
0,50000.0,2,2,2,31,2,2,2,2,-2,-1,uid_27954
0,240000.0,2,1,2,37,-2,-2,-2,-2,-2,-2,uid_24992
0,110000.0,1,2,2,29,1,2,2,2,0,0,uid_3474
0,360000.0,2,2,1,39,1,-1,-1,-1,-1,-1,uid_26256
0,20000.0,1,3,2,23,-1,2,-1,-1,-1,-1,uid_7250
0,430000.0,2,2,2,33,0,0,0,0,0,0,uid_1918
0,50000.0,1,1,2,25,0,0,0,0,0,0,uid_27818
1,20000.0,1,3,1,41,2,0,0,0,0,0,uid_26790
0,70000.0,2,2,2,22,2,2,2,2,0,0,uid_5957
0,100000.0,1,2,2,29,-1,-1,-1,0,-1,-1,uid_9792
0,440000.0,2,1,1,36,0,-1,-1,-1,0,0,uid_26796
0,200000.0,1,3,2,41,-2,-2,-2,-2,-2,-2,uid_3646
1,50000.0,1,2,1,51,0,0,0,0,0,0,uid_5853
0,200000.0,2,1,1,34,1,-2,-2,-2,-2,-2,uid_25262
0,80000.0,2,2,2,29,0,0,0,0,0,0,uid_590
0,130000.0,2,3,1,49,0,0,-2,-2,-2,-2,uid_29586
1,60000.0,2,2,1,28,2,2,0,0,2,0,uid_870
0,280000.0,1,1,2,33,0,0,0,0,0,0,uid_8332
0,300000.0,2,2,1,50,-1,-1,-1,0,0,0,uid_3972
0,30000.0,2,3,1,32,0,0,0,0,0,0,uid_28543
0,100000.0,2,3,2,48,-2,-2,-2,-2,-2,-2,uid_3844
0,20000.0,1,2,1,36,2,2,2,2,2,2,uid_2013
0,360000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,uid_1857
1,50000.0,2,2,1,35,0,0,0,0,0,0,uid_8590
1,110000.0,1,2,1,30,0,0,3,2,2,2,uid_6849
0,10000.0,1,3,2,21,0,0,2,0,0,0,uid_6674
1,170000.0,2,2,2,34,-1,-1,-1,-1,-1,-1,uid_29098
1,240000.0,1,3,1,40,2,3,3,2,2,2,uid_3587
0,50000.0,1,2,2,24,0,0,0,0,0,0,uid_2522
0,670000.0,2,1,1,43,0,0,0,0,0,0,uid_485
0,90000.0,2,2,2,24,0,0,0,0,0,-2,uid_4540
1,80000.0,2,2,1,49,-1,2,-1,-1,-1,0,uid_4463
0,230000.0,2,3,1,32,1,2,0,-1,0,-1,uid_28035
0,360000.0,2,1,1,31,0,0,0,0,0,-1,uid_23438
0,70000.0,2,2,1,26,0,0,0,0,0,0,uid_29800
0,180000.0,2,2,2,34,0,0,0,0,0,0,uid_28674
0,400000.0,2,2,1,45,-1,-1,-1,-1,-1,-1,uid_26729
0,50000.0,2,2,2,27,0,0,0,0,0,-2,uid_26040
1,150000.0,2,2,2,36,1,2,0,0,2,0,uid_3447
0,40000.0,2,3,1,43,0,0,0,0,0,0,uid_27440
0,260000.0,2,2,2,37,-1,-1,-1,-1,-1,-1,uid_8107
0,20000.0,1,3,2,24,1,-1,0,0,0,2,uid_28823
0,50000.0,2,2,1,41,2,3,2,2,2,2,uid_22847
1,210000.0,2,2,2,27,-2,-1,0,0,0,0,uid_7167
1,30000.0,1,2,2,22,3,2,2,2,2,3,uid_8574
1,10000.0,2,1,2,22,0,0,0,2,2,2,uid_9487
0,80000.0,2,3,2,38,0,0,0,0,0,0,uid_22831
0,350000.0,1,1,2,41,1,-1,-1,-1,-1,-2,uid_4627
1,130000.0,1,2,1,44,1,2,2,2,2,2,uid_25275
1,30000.0,1,1,2,41,0,0,0,2,2,0,uid_27556
0,170000.0,2,2,2,26,1,2,0,0,0,0,uid_27926
0,170000.0,2,3,1,40,0,0,0,0,0,0,uid_23517
0,120000.0,2,1,2,26,-1,-1,2,-1,-1,-1,uid_10426
0,100000.0,2,3,1,55,2,3,2,-1,3,2,uid_29846
0,300000.0,2,1,1,36,1,-2,-2,-2,-1,0,uid_5638
1,40000.0,1,1,1,28,-1,-1,2,-1,-1,-1,uid_7891
0,340000.0,2,2,1,43,-2,-2,-2,-2,-2,-2,uid_24016
0,200000.0,2,1,2,32,-2,-2,-2,-2,-2,-2,uid_240
0,470000.0,1,3,1,39,1,-2,-2,-2,-2,-2,uid_10315
1,90000.0,2,3,1,47,2,2,2,0,0,0,uid_26594
0,240000.0,2,3,1,39,-2,-2,-2,-2,-2,-2,uid_7106
0,400000.0,1,2,1,34,0,0,0,0,0,2,uid_23841
1,50000.0,1,2,1,39,2,2,2,2,2,2,uid_2454
0,60000.0,1,2,2,24,0,0,0,0,0,2,uid_6033
0,60000.0,2,2,2,26,1,-2,-2,-1,-1,0,uid_2438
0,150000.0,2,2,2,26,0,0,0,0,0,0,uid_24574
0,20000.0,1,3,2,40,0,0,2,3,2,2,uid_22531
0,50000.0,2,1,2,24,-2,-2,-2,-2,-2,-2,uid_3952
0,200000.0,1,1,1,34,-1,-1,-1,-1,0,0,uid_1746
0,280000.0,2,2,1,34,-2,-2,-2,-2,-2,-2,uid_7560
0,80000.0,2,3,1,29,0,0,0,0,0,0,uid_4041
0,120000.0,2,1,2,31,-1,-1,-1,-1,-1,-1,uid_6279
0,20000.0,1,2,2,27,0,0,0,0,0,0,uid_29199
0,240000.0,2,2,2,35,0,0,0,0,0,0,uid_27016
0,140000.0,2,2,1,39,-1,-1,-1,-1,-1,-1,uid_5733
0,10000.0,2,2,2,22,2,0,0,0,0,0,uid_26066
1,20000.0,1,3,1,45,-1,2,0,0,0,0,uid_7963
0,80000.0,2,1,1,37,-1,-1,-1,-1,-1,-1,uid_8796
0,190000.0,2,1,2,29,0,0,0,0,0,0,uid_25700
0,160000.0,2,1,2,36,1,2,0,0,0,0,uid_27617
0,240000.0,2,3,2,31,-1,-1,-2,-2,-2,-2,uid_29726
0,490000.0,1,1,2,28,0,0,0,0,0,0,uid_173
0,260000.0,2,2,2,29,0,0,0,0,0,0,uid_4799
0,180000.0,2,2,1,35,0,0,0,0,0,0,uid_10935
0,50000.0,2,1,2,52,0,0,0,-2,-1,-1,uid_25299
0,50000.0,1,3,1,41,1,2,2,0,0,0,uid_6889
0,140000.0,2,2,2,29,0,0,2,0,0,0,uid_10276
0,150000.0,2,2,1,31,1,-2,-1,-1,-1,-2,uid_6453
0,240000.0,2,2,1,27,0,0,0,0,0,0,uid_28521
0,360000.0,1,3,1,46,-2,-2,-2,-2,-2,-2,uid_23155
1,260000.0,2,2,1,39,2,0,0,2,0,0,uid_25926
0,60000.0,2,1,2,25,0,0,0,0,0,0,uid_28973
0,250000.0,2,3,2,36,-1,0,0,0,0,0,uid_23570
0,430000.0,2,1,1,46,-2,-2,-2,-2,-2,-2,uid_3454
0,460000.0,2,3,2,32,0,0,0,0,0,0,uid_3734
0,130000.0,1,2,2,54,0,0,0,0,-2,-2,uid_24152
0,110000.0,2,2,1,33,0,0,0,0,0,2,uid_9848
0,100000.0,2,2,1,44,-1,-1,-1,-1,-1,-1,uid_23190
0,190000.0,2,1,1,43,2,0,0,0,0,0,uid_5675
1,270000.0,1,1,1,37,0,0,0,0,0,0,uid_643
0,160000.0,2,3,2,24,0,0,0,0,0,0,uid_10896
0,250000.0,2,1,2,35,-2,-2,-2,-2,-2,-2,uid_10162
0,30000.0,2,3,1,41,0,0,2,0,0,0,uid_1444
0,280000.0,2,3,1,61,0,0,0,0,0,0,uid_23087
1,30000.0,2,2,2,23,0,0,0,0,0,0,uid_7289
0,100000.0,2,3,1,48,-1,-1,-1,-1,-1,-1,uid_29746
1,20000.0,1,2,1,33,1,2,0,0,3,2,uid_4653
0,30000.0,1,3,2,29,0,0,0,0,2,2,uid_25873
1,180000.0,2,2,1,40,-1,-1,-1,-1,-1,-1,uid_29101
1,30000.0,2,2,2,33,0,0,0,0,0,0,uid_6893
0,90000.0,2,2,1,49,-2,-2,-2,-2,-2,-2,uid_26554
0,240000.0,2,2,2,42,-1,-1,-1,-1,-1,-1,uid_24050
0,590000.0,1,1,1,41,-2,-2,-2,-2,-2,-2,uid_2673
1,360000.0,2,2,1,49,0,0,-1,-1,-2,-2,uid_24794
0,300000.0,2,1,2,29,0,0,-2,-1,-1,-2,uid_3402
0,460000.0,1,1,1,41,-1,-1,-1,-1,-1,-2,uid_2122
0,50000.0,2,2,2,32,0,0,0,0,0,0,uid_25086
0,50000.0,1,2,2,26,0,0,0,0,0,0,uid_24935
0,140000.0,1,2,2,34,2,2,2,2,2,2,uid_29377
0,60000.0,2,2,2,29,0,0,0,0,0,2,uid_6635
0,80000.0,1,2,1,29,0,0,2,0,0,0,uid_6856
0,250000.0,2,1,2,33,-1,-1,-2,-1,0,0,uid_27648
0,90000.0,2,2,2,24,0,0,-2,-2,-2,-2,uid_28024
0,360000.0,2,1,2,26,-1,-1,-1,-1,-1,-1,uid_2959
0,180000.0,2,1,2,24,0,0,0,0,0,0,uid_27623
0,320000.0,1,2,1,37,0,0,0,0,0,0,uid_28999
1,50000.0,2,2,2,25,0,0,0,0,0,0,uid_6475
0,150000.0,2,3,1,43,0,0,0,0,0,-2,uid_8584
1,130000.0,1,3,2,39,2,2,2,2,2,2,uid_23225
0,360000.0,2,1,1,27,-2,-2,-2,-2,-2,-2,uid_7400
0,510000.0,2,4,1,34,-2,-2,-1,0,-1,-1,uid_344
0,190000.0,2,2,1,55,0,0,0,0,0,0,uid_2589
0,120000.0,2,2,1,38,0,0,0,0,0,2,uid_23660
0,160000.0,2,1,2,27,0,0,0,0,0,0,uid_117
0,150000.0,2,3,1,59,-2,-2,-2,-2,-2,-2,uid_23221
0,20000.0,1,2,1,43,1,2,2,2,2,0,uid_3008
1,160000.0,1,1,1,43,-1,-1,-1,0,0,0,uid_2246
0,450000.0,2,1,2,40,-1,-1,-1,-1,-2,-2,uid_8434
0,50000.0,2,1,2,23,0,0,0,0,0,2,uid_22754
0,30000.0,2,1,2,22,0,0,0,0,0,0,uid_1638
0,380000.0,1,1,1,53,-2,-2,-2,-2,-2,-2,uid_3285
0,180000.0,2,1,1,28,1,-2,-2,-2,-2,-2,uid_6865
0,150000.0,2,2,2,28,0,0,0,0,0,0,uid_9091
0,30000.0,2,2,3,41,1,-1,0,0,-1,0,uid_5899
0,270000.0,2,1,1,37,-1,-1,0,0,0,0,uid_7052
0,550000.0,2,1,2,28,0,0,0,0,0,0,uid_26227
0,50000.0,2,2,1,34,0,0,2,0,0,0,uid_3635
0,180000.0,2,1,1,26,-1,-1,-1,-1,-1,-1,uid_6473
0,30000.0,1,3,2,53,0,0,0,-2,-2,-2,uid_8431
0,240000.0,2,1,1,41,-1,-1,-1,-1,-1,-1,uid_5491
0,50000.0,2,2,1,24,0,0,0,0,0,0,uid_11082
0,140000.0,1,2,2,29,-1,-1,-1,-1,-2,-2,uid_3235
0,360000.0,1,1,2,29,1,-2,-1,-1,-2,-2,uid_3300
0,450000.0,1,1,1,40,-1,-1,2,0,0,0,uid_25217
0,50000.0,1,2,2,27,0,0,0,0,0,0,uid_26864
0,30000.0,2,3,1,32,0,-1,-1,-1,0,-1,uid_589
0,200000.0,2,2,2,31,1,-2,-1,-1,-1,-1,uid_25780
0,200000.0,2,5,1,42,0,0,0,0,0,0,uid_29254
0,140000.0,2,2,1,42,0,0,0,0,0,0,uid_9590
0,50000.0,1,2,1,41,0,0,0,0,-1,0,uid_24237
0,120000.0,2,2,1,44,0,0,0,0,0,0,uid_9361
0,50000.0,2,1,2,27,-1,-1,-2,-1,0,0,uid_25371
0,220000.0,2,2,2,32,0,0,0,0,0,0,uid_906
0,30000.0,1,2,2,25,-2,-2,-2,-2,-2,-2,uid_9149
0,290000.0,2,0,2,38,1,-1,-1,-1,-1,-1,uid_1171
0,200000.0,2,3,2,34,0,0,2,0,0,-1,uid_3925
0,90000.0,2,3,2,29,-1,2,-1,-1,-1,-2,uid_5528
0,40000.0,1,2,1,25,0,0,0,0,0,2,uid_27471
1,190000.0,2,2,2,30,0,0,0,0,0,0,uid_3125
0,80000.0,2,2,1,29,0,0,0,0,0,0,uid_24921
0,50000.0,2,3,1,39,0,0,0,0,0,0,uid_9701
0,30000.0,1,3,1,57,0,0,0,0,0,0,uid_1212
1,20000.0,1,3,2,24,3,3,2,2,2,2,uid_29485
0,460000.0,2,1,2,32,-2,-2,-2,-2,-2,-2,uid_4307
0,350000.0,1,2,1,37,-1,-1,-1,-1,-1,-1,uid_245
0,180000.0,2,1,2,29,-2,-2,-2,-2,-2,-2,uid_28114
0,280000.0,1,2,1,41,-1,-1,-1,-1,-1,-1,uid_7148
0,240000.0,2,2,2,30,0,0,0,0,0,0,uid_3774
1,120000.0,2,1,2,25,1,-2,-2,-2,-2,-2,uid_29178
0,80000.0,2,1,1,27,-1,-1,-1,-1,-2,-2,uid_2234
1,120000.0,2,2,2,25,1,-2,-2,-2,-2,-2,uid_7100
0,20000.0,1,2,2,30,2,2,2,2,0,0,uid_27140
0,410000.0,1,2,1,41,0,0,0,0,-1,0,uid_26439
0,110000.0,2,2,1,29,0,0,0,0,2,0,uid_22793
1,80000.0,1,1,1,45,-1,-1,-1,-1,-1,-1,uid_25491
1,90000.0,2,2,2,27,-1,-1,-1,0,0,0,uid_26381
0,270000.0,1,1,2,36,-2,-2,-2,-2,-2,-2,uid_9201
0,260000.0,2,2,1,45,0,0,0,0,0,0,uid_10818
0,270000.0,2,2,1,41,-1,2,-1,0,-1,-1,uid_2920
0,50000.0,1,3,1,31,1,-2,-2,-2,-2,-2,uid_5766
0,80000.0,2,3,1,39,-2,-2,-2,-2,-2,-2,uid_26326
0,310000.0,2,2,1,46,-1,-1,-1,-1,-1,-2,uid_9028
0,250000.0,2,1,1,42,0,0,-1,-1,0,-1,uid_7800
0,320000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,uid_26083
0,50000.0,2,2,1,33,-1,0,0,0,0,0,uid_29738
1,80000.0,1,2,1,28,-1,-1,-1,-1,-1,-1,uid_25740
0,360000.0,2,1,2,34,-1,-1,-1,-1,-1,-1,uid_8731
0,170000.0,2,2,2,33,-1,-1,-2,-1,-1,-1,uid_8159
0,260000.0,1,2,2,37,-1,-1,-1,-1,-1,-2,uid_8810
0,200000.0,2,5,1,39,-2,-2,-2,-2,-2,-2,uid_10959
0,200000.0,1,1,1,31,-1,-1,-1,-1,-1,-1,uid_8210
0,240000.0,2,3,1,40,1,-2,-1,-1,-1,-1,uid_27497
1,70000.0,2,1,2,25,0,0,0,0,0,0,uid_4782
1,120000.0,1,1,2,30,1,-2,-2,-2,-2,-2,uid_9807
0,60000.0,1,2,1,32,0,0,0,0,0,2,uid_8695
1,50000.0,1,2,1,32,0,0,0,0,0,0,uid_5018
0,50000.0,2,2,2,24,-1,-1,-1,-1,0,0,uid_1490
0,50000.0,2,2,1,37,0,0,0,0,0,0,uid_26333
0,180000.0,2,1,2,32,-1,-1,-1,-1,0,-1,uid_27410
1,50000.0,1,3,2,26,0,0,0,-2,-2,-2,uid_4212
0,30000.0,2,2,1,35,-1,-1,2,0,0,0,uid_25839
0,20000.0,1,2,2,27,-1,-1,-2,-2,-2,-2,uid_7499
0,220000.0,2,1,2,30,0,0,0,0,0,0,uid_1900
0,60000.0,2,1,2,31,0,-1,2,2,2,2,uid_8383
0,300000.0,1,1,2,30,-2,-2,-2,-2,-2,-2,uid_27683
0,500000.0,2,2,1,34,1,2,0,0,0,0,uid_9309
0,150000.0,2,2,2,41,-1,-1,-1,0,-1,-1,uid_7103
0,240000.0,1,1,2,29,0,-1,-1,-1,-1,-1,uid_28068
0,320000.0,2,1,2,29,-1,-1,-1,-1,-1,0,uid_25074
0,20000.0,1,2,2,23,0,0,0,0,0,0,uid_23162
0,130000.0,2,2,2,25,-1,-1,-1,-1,-1,-1,uid_27141
0,30000.0,2,2,2,23,2,2,2,2,2,2,uid_9567
0,220000.0,2,1,1,45,0,0,0,0,0,0,uid_7921
1,60000.0,1,2,1,36,3,2,2,7,7,6,uid_9158
0,140000.0,2,3,2,48,0,0,0,0,0,0,uid_1018
0,200000.0,2,1,2,31,0,0,0,0,0,0,uid_6135
0,20000.0,1,2,2,41,0,0,0,-1,0,-1,uid_24842
1,50000.0,1,2,2,22,-1,2,2,2,0,0,uid_24468
0,240000.0,2,2,2,41,0,-1,-1,-1,-1,0,uid_1856
0,230000.0,2,2,2,25,0,0,0,0,0,0,uid_10143
0,600000.0,1,1,1,36,0,0,0,0,0,0,uid_8208
0,20000.0,1,3,1,56,0,0,0,0,2,0,uid_8614
1,20000.0,1,3,1,52,2,2,2,2,-2,-2,uid_26374
0,500000.0,2,1,1,49,0,0,0,0,0,0,uid_4469
1,120000.0,1,2,2,51,2,2,0,0,0,0,uid_27405
1,370000.0,1,1,2,36,0,0,0,0,0,0,uid_7054
0,80000.0,2,2,2,27,1,2,0,0,0,0,uid_29645
1,460000.0,2,2,1,50,0,0,0,0,0,0,uid_26157
1,70000.0,1,1,2,31,1,2,2,2,0,0,uid_27292
0,20000.0,2,2,1,35,0,0,0,0,0,0,uid_1793
0,500000.0,1,1,1,36,0,0,0,0,0,0,uid_23256
1,20000.0,1,3,1,45,0,0,2,2,2,2,uid_23985
0,170000.0,2,2,1,35,1,-2,-2,-2,-2,-2,uid_5243
0,20000.0,2,2,2,32,0,0,0,0,0,0,uid_9122
0,200000.0,2,2,2,32,-2,-2,-2,-1,0,0,uid_6529
0,160000.0,1,3,2,31,0,0,0,0,0,0,uid_3422
0,80000.0,2,2,1,34,0,0,-1,-1,0,0,uid_24311
0,310000.0,2,2,2,26,0,0,0,0,0,0,uid_8775
