lumpy,x,y,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da
0,93.25,60.75,74.5,7.5,31.0,0.0,19.9,-31.3,-27.5,-23.8,0.5,9.26,161,4,7.685697627,5.1e-05
1,23.9794,40.0469,69.8,6.5,10.78,0.9,53.7,2.7,5.9,9.2,7.2,8.49,141,2,40.79218366,0.0
0,78.25,59.75,63.5,7.8,31.0,0.0,13.1,-26.7,-22.8,-18.9,0.9,10.62,151,4,5.70467098,3.85e-05
0,-172.75,66.25,80.3,7.4,31.0,0.0,59.0,-18.0,-14.3,-10.6,2.2,9.84,153,3,0.0,0.000444248
0,126.25,64.25,67.3,5.8,31.0,0.0,11.3,-38.2,-35.3,-32.4,0.3,6.26,149,4,3.378320228,0.000730091
0,85.25,24.25,25.1,13.7,0.23,2.2,1.0,9.0,15.8,22.7,12.7,1.23,169,2,7679.717157,1601.390753
0,114.75,26.75,82.8,3.6,12.6,1.3,36.7,2.0,3.8,5.6,4.9,12.44,142,2,4470.018754,414.7604327
1,24.73752,42.22361,82.3,7.4,24.26,0.5,32.2,-3.1,0.6,4.3,5.4,6.63,154,2,732.4961782,15.56349833
0,74.25,52.75,39.2,8.8,31.0,0.0,6.2,-25.7,-21.3,-16.9,1.1,4.92,153,3,161.980764,0.009929396
0,129.25,67.25,62.3,7.0,31.0,0.0,8.5,-48.1,-44.6,-41.1,0.2,4.66,170,3,1.533816094,0.000257686
1,23.6864,41.1236,77.4,6.6,23.09,0.8,34.5,-2.1,1.2,4.5,4.7,7.07,186,4,610.0823843,0.0
0,13.75,-15.25,76.3,11.1,0.0,3.4,114.0,14.4,19.9,25.5,15.9,8.7,185,2,4542.541952,0.0
0,117.75,39.75,23.8,11.0,30.88,0.9,0.0,-12.6,-7.1,-1.6,1.7,0.0,147,2,7910.746379,0.0
0,76.25,64.75,88.7,7.2,31.0,0.0,24.6,-25.2,-21.6,-18.0,1.1,19.06,150,3,0.007177099,0.000560276
0,84.25,35.25,48.9,15.8,31.0,0.7,12.0,-27.0,-19.1,-11.2,0.1,3.29,227,9,17.09674009,0.0
0,25.75,24.75,19.5,15.7,5.64,2.9,0.4,4.9,12.7,20.6,6.8,0.0,173,9,4.724399118,0.0
0,31.25,28.25,33.1,14.9,3.73,2.8,0.0,5.9,13.3,20.8,9.1,0.06,161,9,0.000189825,2.39e-05
0,43.25,56.25,79.2,5.5,30.97,0.1,48.1,-13.3,-10.5,-7.8,2.6,20.0,153,4,300.81418,0.001244329
0,123.25,51.75,35.1,16.3,31.0,0.2,1.6,-37.6,-29.4,-21.3,0.2,1.51,191,4,0.262682929,0.0
0,142.75,66.75,57.2,7.4,31.0,0.0,6.3,-44.5,-40.8,-37.1,0.1,6.67,148,3,6.250666232,0.000284888
1,20.312419,42.135139,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
0,63.25,49.75,40.8,8.5,31.0,0.1,8.7,-22.9,-18.6,-14.4,1.3,8.23,159,8,71.42759011,0.004307631
0,73.25,53.75,45.7,8.5,31.0,0.0,5.4,-25.4,-21.1,-16.9,1.1,3.06,155,3,106.2664272,0.00755137
0,120.25,67.75,65.6,6.5,31.0,0.0,15.5,-37.4,-34.1,-30.9,0.3,8.78,149,4,1.575609829,0.000214927
0,135.75,62.75,60.2,6.4,31.0,0.0,3.6,-42.4,-39.2,-36.0,0.3,2.86,156,4,4.401829224,0.000474728
0,123.75,71.25,62.6,6.0,31.0,0.0,18.9,-42.0,-39.0,-36.0,0.3,13.84,158,3,1.106860861,0.000560566
0,70.75,67.25,90.2,5.6,31.0,0.0,22.7,-23.9,-21.1,-18.3,1.1,18.74,149,3,0.003096985,0.001220077
0,155.75,62.25,75.6,8.6,31.0,0.0,19.7,-34.5,-30.2,-25.9,0.4,18.06,165,4,0.021380796,0.000358426
1,47.370665,45.342721,78.5,6.1,26.48,0.3,15.6,-5.2,-2.1,1.0,4.8,9.81,144,2,925.2921177,9.325021227
0,115.75,60.25,73.9,8.0,31.0,0.1,11.9,-36.3,-32.3,-28.3,0.2,9.31,184,4,4.101879205,7.42e-05
1,20.312419,42.135139,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
0,126.75,50.75,25.9,12.3,31.0,0.1,1.5,-31.9,-25.7,-19.6,0.6,1.87,167,4,115.8392051,15.05613867
0,87.75,56.75,58.1,8.4,31.0,0.0,8.4,-26.9,-22.7,-18.5,1.0,8.96,153,4,20.16342283,7.64e-05
0,129.25,57.25,65.4,8.6,31.0,0.0,10.7,-38.3,-34.0,-29.7,0.2,9.16,195,4,3.088118982,0.000816324
0,109.25,64.25,75.7,8.5,31.0,0.0,8.8,-35.2,-30.9,-26.7,0.3,10.25,174,4,2.147459541,0.000199764
1,24.8383,40.8881,71.0,6.4,11.55,0.9,50.4,2.4,5.6,8.8,6.8,8.4,135,4,138.4714373,7.18e-06
0,109.75,56.75,70.4,9.9,31.0,0.1,5.0,-38.9,-33.9,-29.0,0.0,3.76,190,4,8.485508285,0.001231851
0,106.25,67.25,68.1,7.9,31.0,0.0,11.5,-35.3,-31.3,-27.4,0.3,8.54,171,4,4.259121421,0.000257766
0,173.25,66.25,61.9,9.3,31.0,0.0,23.3,-27.7,-23.0,-18.4,1.2,10.81,178,3,0.0,0.000650122
0,58.25,33.25,44.7,13.3,16.59,1.6,14.6,0.5,7.1,13.8,5.6,6.01,187,2,10.93736871,0.0
0,13.25,-19.25,65.0,6.3,0.0,3.5,27.0,15.9,19.0,22.2,16.5,4.5,157,8,140.0688,0.0
1,22.098591,43.885852,86.0,5.4,24.71,0.6,32.2,-3.5,-0.8,1.9,4.6,7.8,152,4,308.5093377,0.0
0,15.75,-24.25,41.3,17.5,0.0,6.8,14.0,17.8,26.5,35.3,12.6,4.4,185,9,0.0,0.0
0,138.75,50.75,47.5,8.9,31.0,0.2,21.2,-25.5,-21.0,-16.6,0.7,10.01,174,4,0.52164366,3.24e-05
0,62.25,53.25,44.3,9.0,31.0,0.1,4.5,-22.9,-18.4,-13.9,1.3,1.55,159,2,159.3837869,0.002183984
0,41.25,26.25,42.3,12.5,0.15,3.7,5.3,9.2,15.4,21.7,5.7,2.66,182,9,0.006358821,0.0
0,63.25,64.75,75.4,7.1,31.0,0.0,22.6,-23.5,-19.9,-16.4,1.2,14.2,153,4,0.003123407,0.000112075
0,45.25,34.75,51.4,10.0,6.06,1.3,51.4,4.7,9.7,14.7,8.5,7.83,158,2,816.0670415,25.889911
0,42.25,57.25,82.1,5.7,31.0,0.1,45.6,-13.8,-10.9,-8.1,2.5,18.95,154,2,108.4024444,2.45e-05
0,135.25,46.25,39.8,7.4,31.0,0.3,13.2,-21.4,-17.7,-14.0,1.1,2.99,179,4,0.344466814,0.000159537
0,96.25,36.75,39.3,13.6,31.0,0.6,1.5,-16.1,-9.3,-2.5,2.2,2.02,202,3,2.204600734,0.0
0,78.25,64.25,93.5,7.0,31.0,0.0,22.8,-25.5,-22.0,-18.5,1.1,18.62,147,4,0.005415008,0.00046617
0,89.75,40.75,34.2,13.0,31.0,0.4,0.0,-17.1,-10.6,-4.1,1.9,0.0,174,9,2.323761793,0.0
0,56.25,49.75,56.9,8.8,31.0,0.3,12.1,-18.8,-14.4,-10.0,1.6,4.97,160,8,111.1223253,0.000563853
1,63.576414,54.291491,41.7,8.9,31.0,0.0,4.4,-23.3,-18.8,-14.4,1.3,3.63,159,2,129.6842959,0.001487305
0,98.75,42.25,24.7,12.0,31.0,0.0,0.5,-21.6,-15.6,-9.6,2.3,0.14,181,3,3.453972392,0.0
1,23.7969,40.35,69.8,6.5,10.78,0.9,53.7,2.7,5.9,9.2,7.2,8.49,141,2,40.79218366,0.0
0,63.25,65.25,77.0,6.9,31.0,0.0,22.6,-23.7,-20.2,-16.8,1.1,15.41,155,5,0.001546245,0.000139912
0,87.75,41.25,37.5,13.5,31.0,0.7,0.5,-20.8,-14.0,-7.3,0.0,0.5,184,9,2.016312749,0.0
0,49.25,24.75,44.3,8.5,0.0,3.5,27.1,13.7,17.9,22.2,10.9,9.18,159,9,5.955822041,0.0
0,45.75,62.25,82.9,7.2,31.0,0.0,41.8,-18.0,-14.4,-10.8,2.0,23.83,155,4,2.612098517,0.000526016
0,178.75,69.25,64.4,8.3,31.0,0.0,30.2,-27.3,-23.1,-19.0,1.2,14.81,157,3,0.0,0.001337734
0,83.75,63.75,86.7,6.4,31.0,0.0,21.4,-26.8,-23.6,-20.4,1.0,17.29,149,4,0.011493205,0.000517184
0,49.75,61.75,75.7,6.6,31.0,0.0,38.6,-17.9,-14.6,-11.3,2.0,18.35,153,4,18.7636586,3.13e-05
0,46.75,50.25,74.3,6.6,30.7,0.2,33.1,-11.8,-8.5,-5.2,3.0,11.98,151,3,144.6189432,0.002988242
0,56.25,61.75,76.5,6.6,31.0,0.0,54.8,-19.2,-15.9,-12.6,1.6,17.69,154,4,2.525883435,0.000180483
0,105.75,62.75,73.9,8.5,31.0,0.0,11.0,-36.5,-32.2,-28.0,0.4,7.28,163,4,11.10300147,0.000102591
0,174.25,63.75,59.9,8.9,31.0,0.0,30.7,-24.2,-19.7,-15.3,1.6,12.35,166,3,0.0,0.000789969
0,105.75,58.25,70.5,9.8,31.0,0.0,8.2,-37.3,-32.4,-27.5,0.3,4.62,168,4,7.561494435,2.21e-05
0,120.75,37.25,34.9,6.6,29.77,1.2,1.5,-9.5,-6.2,-2.9,1.8,1.74,160,4,472.2338982,0.0
0,33.75,26.75,27.1,13.0,1.01,3.9,3.3,7.9,14.4,20.9,7.9,0.0,160,9,0.00105993,0.001915861
0,119.25,48.25,31.4,10.4,31.0,0.0,1.8,-31.6,-26.4,-21.2,0.8,0.92,178,5,130.6547101,0.0
0,112.25,67.25,79.4,7.8,31.0,0.0,10.8,-36.2,-32.3,-28.4,0.3,6.99,171,3,1.467140345,0.000200789
0,124.75,42.75,19.6,12.0,31.0,0.3,1.5,-23.6,-17.6,-11.6,1.1,1.94,157,2,2708.735185,0.0
0,103.75,35.75,43.1,12.0,31.0,0.7,3.8,-15.1,-9.1,-3.1,0.2,3.04,197,3,275.9163948,0.0
0,133.25,62.25,67.0,6.3,31.0,0.0,5.4,-42.9,-39.7,-36.6,0.2,3.86,155,3,27.9917714,0.000281727
0,175.75,66.75,58.2,9.1,31.0,0.0,28.1,-28.4,-23.8,-19.3,1.0,13.91,165,9,0.0,0.001763604
0,43.75,44.75,79.2,7.2,26.68,0.4,16.2,-5.4,-1.8,1.8,4.8,11.35,154,3,267.3645486,4.64e-05
0,38.75,46.75,78.6,5.3,26.39,0.4,45.0,-5.1,-2.4,0.3,4.5,14.63,149,2,403.5011846,0.005090557
0,36.75,29.25,30.2,12.3,5.23,2.8,2.0,5.1,11.2,17.4,7.0,0.99,189,9,0.0,0.0
0,106.25,58.75,70.7,9.6,31.0,0.0,8.8,-37.5,-32.7,-27.9,0.3,5.17,175,4,5.711611527,2.13e-05
0,55.25,44.25,69.2,9.0,30.25,0.6,9.7,-10.5,-6.0,-1.5,2.9,8.15,156,9,2.89111437,0.013478892
0,16.25,-27.25,31.9,9.9,0.0,5.6,12.0,15.7,20.6,25.6,13.6,2.8,174,9,18.28400371,0.0
0,78.75,49.25,44.6,10.9,31.0,0.3,5.0,-27.0,-21.5,-16.1,0.6,5.38,177,8,108.950423,0.001571966
0,146.75,71.75,64.8,7.8,31.0,0.1,16.6,-37.8,-33.9,-30.0,0.2,13.01,146,3,2.292528422,0.00122015
0,90.75,36.75,37.6,14.4,31.0,0.7,0.7,-25.9,-18.7,-11.5,0.1,0.88,247,10,63.35209248,0.0
0,141.75,73.75,57.8,7.2,31.0,0.0,8.9,-44.2,-40.6,-37.0,0.2,7.25,144,3,2.223272026,0.007124117
0,96.25,56.25,63.0,9.3,31.0,0.0,7.1,-29.7,-25.0,-20.4,0.9,8.79,168,4,55.93771295,0.000101471
0,88.75,34.75,40.3,14.1,31.0,0.7,4.3,-25.3,-18.2,-11.2,0.2,2.76,223,3,42.16219646,0.0
1,26.126282,41.247609,74.9,6.9,18.19,0.7,40.2,-0.1,3.4,6.9,6.4,9.76,160,2,216.4166267,0.0
0,28.75,28.75,31.8,13.7,2.04,2.8,1.5,7.0,13.8,20.7,9.9,0.58,154,9,424.0202662,274.3047834
0,73.75,50.25,31.5,9.5,31.0,0.1,6.0,-24.5,-19.7,-15.0,1.1,3.52,170,8,128.0160668,0.002334149
0,68.25,23.75,13.8,14.3,0.0,3.5,2.5,12.2,19.3,26.5,11.6,0.0,144,3,47.44779719,83.41826969
0,50.75,23.25,43.8,7.8,0.0,3.5,7.6,16.3,20.2,24.1,14.5,5.09,153,9,4.74265267,0.0
0,56.25,36.25,51.1,9.8,22.49,1.2,18.8,-1.8,3.1,8.0,4.5,6.61,158,9,34.94493679,0.0
0,14.75,-16.75,70.0,12.0,0.0,4.0,96.0,16.9,22.9,28.9,16.0,8.0,182,4,1722.849382,0.0
0,56.25,52.25,57.7,8.7,31.0,0.2,16.9,-20.2,-15.8,-11.5,1.4,10.19,157,2,395.5569451,0.001554316
0,32.25,55.25,87.6,4.9,29.83,0.0,62.8,-9.6,-7.1,-4.7,3.6,22.59,160,4,60.8957386,2.14e-05
1,22.42581,42.22144,80.4,6.6,25.78,0.7,28.2,-4.5,-1.2,2.1,4.1,8.19,135,4,562.0941322,0.883214041
0,43.75,21.25,45.2,11.7,0.0,3.7,8.0,13.2,19.0,24.9,11.4,1.9,170,9,19.33668563,0.0
0,140.75,74.25,57.1,6.9,31.0,0.0,6.7,-44.8,-41.3,-37.9,0.2,5.17,147,3,2.329866874,0.001343295
0,137.75,51.75,48.6,10.0,31.0,0.1,17.0,-26.8,-21.8,-16.8,0.9,8.5,163,4,1.190754136,8.87e-05
0,39.25,33.75,48.5,11.1,12.33,1.5,12.7,2.1,7.6,13.2,7.3,8.52,176,9,86.05020924,1.35e-12
0,105.75,67.75,65.5,7.8,31.0,0.0,12.2,-35.2,-31.3,-27.4,0.3,7.72,168,4,4.626356499,0.000209648
0,63.75,64.25,75.3,7.1,31.0,0.0,22.5,-23.7,-20.1,-16.6,1.1,13.04,149,4,0.077974189,0.000237328
0,73.25,48.25,31.9,10.1,31.0,0.3,7.1,-24.5,-19.4,-14.4,0.8,4.53,181,3,49.39293051,0.007770062
1,18.19,-25.19,36.3,14.8,0.0,6.7,39.0,20.2,27.6,35.0,14.1,6.5,181,3,68.6338855,0.0
0,104.75,26.25,67.4,6.4,19.75,1.4,32.4,-0.7,2.5,5.7,4.3,14.85,208,4,2413.212147,500.8355362
0,73.25,57.75,52.6,7.9,31.0,0.0,5.8,-25.9,-21.9,-18.0,1.0,5.25,155,4,83.41211823,4.44e-05
0,109.75,71.25,65.0,6.7,31.0,0.0,23.5,-36.4,-33.0,-29.7,0.4,12.28,164,3,5.683439103,0.000910713
0,52.75,36.25,53.2,8.8,16.86,1.0,29.7,0.4,4.8,9.2,5.2,8.77,166,4,2291.187235,0.000324965
0,107.75,23.75,90.7,3.7,1.78,1.5,16.7,7.2,9.0,10.9,7.4,9.46,156,4,2088.209107,1175.953775
0,81.75,27.25,29.9,13.9,0.39,2.0,5.6,8.7,15.6,22.6,11.1,0.51,155,2,9772.786212,1059.449365
0,108.75,74.75,58.7,6.1,31.0,0.0,13.3,-37.0,-33.9,-30.9,0.4,11.68,152,3,5.696507305,0.000829278
0,161.25,58.75,77.1,7.6,31.0,0.1,16.3,-26.1,-22.3,-18.5,0.9,10.21,185,3,21.77554616,0.018605637
0,134.25,45.25,39.8,7.5,31.0,0.3,8.4,-22.0,-18.2,-14.5,1.1,3.28,166,4,0.730681817,0.000220278
0,38.75,60.25,91.3,6.8,31.0,0.0,47.1,-15.2,-11.8,-8.4,2.4,17.89,154,4,0.0,0.0
0,153.75,63.25,79.5,8.3,31.0,0.0,27.8,-37.0,-32.8,-28.7,0.3,21.6,163,4,0.012859407,0.000162852
0,44.75,63.75,83.5,7.2,31.0,0.0,46.3,-19.1,-15.5,-11.9,1.9,23.44,152,4,3.722904874,0.000552853
0,62.25,67.25,77.6,7.4,31.0,0.1,20.9,-23.9,-20.2,-16.5,1.1,17.07,153,3,0.405924074,0.000206342
0,71.75,70.25,86.9,6.5,31.0,0.0,16.8,-26.1,-22.8,-19.6,1.1,17.13,145,3,0.004964223,0.006470491
0,133.75,61.25,64.7,6.4,31.0,0.0,6.0,-42.5,-39.3,-36.1,0.3,1.81,166,4,6.346837799,0.000305164
1,24.7917,40.8628,71.0,6.4,11.55,0.9,50.4,2.4,5.6,8.8,6.8,8.4,135,4,138.4714373,7.18e-06
0,132.25,54.25,47.7,10.4,31.0,0.0,6.8,-34.5,-29.3,-24.1,0.5,4.13,157,4,0.201983011,0.000530086
0,84.25,43.75,40.8,12.2,31.0,0.3,5.2,-34.4,-28.3,-22.2,0.0,3.25,153,3,22.82345626,0.0
0,14.25,-10.25,78.8,8.3,0.0,3.4,9.2,21.0,25.1,29.3,23.8,0.83,154,4,21.5523528,0.0
0,47.75,55.75,70.7,5.8,31.0,0.0,51.3,-15.1,-12.2,-9.3,2.3,24.26,154,3,746.1112542,0.023875681
0,31.25,22.25,22.8,14.4,0.19,3.8,0.0,9.1,16.3,23.5,7.5,0.0,156,9,23.84344511,0.0
0,38.25,45.25,79.1,5.6,22.49,0.6,68.5,-1.8,1.0,3.8,5.4,14.75,147,2,673.8744743,0.004575887
0,140.75,60.25,51.4,6.8,31.0,0.1,12.5,-33.5,-30.1,-26.7,0.3,5.78,181,4,0.05730857,0.000446802
0,89.75,54.25,59.4,11.0,31.0,0.2,6.2,-32.0,-26.5,-21.0,0.2,6.6,182,4,136.2124048,0.00090601
0,140.75,71.75,57.7,7.0,31.0,0.0,11.1,-44.2,-40.7,-37.2,0.2,8.13,140,3,2.806720249,0.001214844
0,123.75,43.75,22.3,9.2,31.0,0.2,0.8,-21.5,-16.9,-12.3,1.4,0.87,158,2,33.09709238,0.0
0,99.25,63.75,73.4,6.6,31.0,0.0,13.0,-39.0,-35.7,-32.4,0.1,9.26,152,4,8.341032341,0.000210138
0,56.75,63.75,76.1,7.0,31.0,0.0,41.2,-20.1,-16.6,-13.1,1.5,18.34,156,4,1.479656862,0.000675692
0,26.25,42.25,80.1,7.2,22.97,0.6,39.3,-2.0,1.6,5.2,5.8,7.73,162,2,217.2795415,5.444403281
0,171.75,67.75,68.9,9.7,31.0,0.0,15.2,-31.3,-26.4,-21.6,0.8,10.7,173,9,0.0,0.000283353
0,133.25,61.25,67.3,6.4,31.0,0.0,6.1,-42.3,-39.1,-35.9,0.2,3.59,163,4,5.14784303,0.00029748
0,56.25,55.75,69.1,8.0,31.0,0.1,21.9,-19.5,-15.5,-11.5,1.5,10.7,156,2,548.3268684,0.001135712
0,72.75,21.75,17.9,16.5,0.0,3.6,0.1,12.7,20.9,29.2,11.5,0.0,147,2,1064.172554,2528.665727
0,114.25,34.75,48.1,9.7,28.01,1.4,0.1,-6.9,-2.0,2.9,2.2,0.26,150,2,3084.899484,2.29e-05
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0
0,130.25,47.75,35.0,10.6,31.0,0.1,3.7,-28.4,-23.1,-17.8,0.8,3.32,162,4,28.78494242,0.0
1,45.1842,47.2929,79.2,6.0,28.84,0.2,14.1,-8.0,-5.0,-2.0,4.0,9.69,144,9,404.5123082,3.734064298
1,20.377271,41.665616,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,19.54,41.2156,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
0,62.75,55.25,49.8,8.3,31.0,0.1,5.6,-21.1,-16.9,-12.8,1.4,3.56,158,2,155.9842371,0.000435437
0,49.75,49.25,79.0,7.9,30.95,0.3,17.1,-13.1,-9.1,-5.2,2.6,7.5,145,8,152.4936296,1.387956478
0,58.25,81.75,70.0,8.9,31.0,0.5,21.3,-25.6,-21.1,-16.7,0.5,16.4,152,10,0.018087521,4.98e-05
0,167.25,66.75,66.9,9.7,31.0,0.1,12.2,-32.6,-27.7,-22.9,0.5,11.74,149,4,0.0,0.000302381
0,56.25,35.75,50.9,10.1,13.92,1.2,15.7,1.5,6.5,11.6,6.4,6.14,179,9,0.0,0.0
0,20.75,40.75,77.9,7.2,25.04,0.7,67.8,-3.8,-0.2,3.4,4.6,10.84,158,3,892.6475563,0.0
0,44.75,24.75,42.4,12.2,0.01,3.4,9.0,9.8,15.9,22.0,7.8,3.0,176,9,520.5352228,0.0
1,19.862788,41.383256,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
0,161.75,68.25,72.5,8.7,31.0,0.0,8.2,-32.8,-28.4,-24.1,0.6,11.47,145,3,0.0,0.018639276
1,20.24602,40.02238,72.5,7.5,23.8,0.8,110.7,-2.7,1.1,4.9,4.7,11.5,181,4,342.2293902,0.0
1,48.605,46.272,75.1,7.2,28.98,0.3,16.4,-8.2,-4.6,-1.0,3.9,8.43,145,2,464.4057998,0.604885509
0,102.75,78.75,55.0,7.6,31.0,0.0,11.0,-39.9,-36.1,-32.3,0.4,12.72,173,9,8.157456126,6.02e-05
0,45.25,62.75,83.6,7.2,31.0,0.0,43.7,-18.1,-14.5,-10.9,1.9,23.73,161,4,1.825776297,0.000409854
0,91.75,22.75,34.2,12.0,0.0,2.4,5.1,13.5,19.5,25.5,15.3,0.0,144,3,12134.46707,771.8336894
0,107.75,52.25,50.1,9.5,31.0,0.1,5.0,-33.3,-28.5,-23.8,0.3,2.79,175,4,110.7169538,8.67e-05
0,79.25,12.75,24.8,10.5,0.0,4.1,4.1,19.2,24.4,29.7,21.7,0.34,150,2,13058.44542,125.6592594
0,86.75,67.25,87.7,5.7,31.0,0.0,32.9,-27.3,-24.4,-21.6,0.9,19.23,148,4,5.608787728,0.000454077
1,118.334506,24.45672,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
0,83.25,72.75,70.3,7.2,31.0,0.0,49.9,-27.2,-23.6,-20.0,0.9,22.69,155,3,5.940898621,0.001084068
0,108.25,67.25,70.6,7.7,31.0,0.0,13.1,-35.3,-31.4,-27.6,0.4,8.57,155,4,1.702586759,0.000158632
0,117.75,36.25,32.2,9.3,29.61,1.5,0.0,-9.2,-4.5,0.2,1.2,0.22,159,2,810.0962229,137.029075
1,21.3842,40.8794,72.7,7.1,26.09,0.6,52.1,-4.8,-1.2,2.4,4.1,10.5,198,2,291.0759838,0.148520801
0,41.75,56.25,81.8,5.7,30.97,0.1,45.1,-13.3,-10.4,-7.6,2.6,18.25,155,4,246.7350115,1.97e-05
0,116.75,29.25,71.7,6.5,19.75,1.4,41.5,-0.7,2.6,5.9,4.3,9.98,150,4,998.0948853,678.8705076
0,116.25,45.75,31.1,10.2,31.0,0.1,0.9,-29.4,-24.3,-19.2,0.7,0.73,179,3,212.0668091,0.0
0,33.25,23.75,26.8,14.0,0.08,4.1,1.0,9.4,16.4,23.4,8.9,0.0,171,9,0.000497587,0.0269995
0,19.75,40.25,73.3,8.3,12.07,1.0,141.6,2.2,6.3,10.5,7.2,11.79,176,4,391.6788941,0.0
0,21.25,-16.25,70.0,11.5,0.0,3.5,173.0,18.1,23.8,29.6,23.8,16.5,183,3,95.41238693,0.0
0,81.25,70.75,76.1,7.0,31.0,0.0,41.3,-25.5,-22.0,-18.5,1.1,22.49,148,3,7.118808419,0.002756843
1,19.4333,42.2,71.8,7.0,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73,147,11,0.0,0.0
0,87.25,51.75,53.4,11.1,31.0,0.2,5.2,-32.6,-27.0,-21.5,0.2,7.37,184,4,168.0673141,0.000172123
0,63.25,60.25,64.8,7.7,31.0,0.1,20.0,-21.5,-17.6,-13.8,1.3,6.65,151,4,12.610129,0.00013379
0,107.75,12.75,50.3,8.0,0.0,3.1,25.3,18.3,22.3,26.3,21.2,3.99,168,4,0.0,0.0
0,112.25,33.25,54.9,9.4,26.77,1.4,2.0,-5.5,-0.8,3.9,2.1,1.71,181,4,1897.505904,0.0
0,122.75,52.75,40.8,15.3,31.0,0.1,1.9,-37.5,-29.8,-22.2,0.4,1.62,181,4,44.11331623,0.0
1,63.353109,54.303767,44.1,8.8,31.0,0.1,4.5,-22.9,-18.5,-14.1,1.3,3.94,152,2,194.6554923,0.001484874
0,43.25,48.25,80.1,5.5,29.11,0.2,22.2,-8.4,-5.6,-2.9,3.8,13.01,153,3,166.6016653,0.000347812
0,124.25,52.25,37.0,15.8,31.0,0.1,1.5,-36.1,-28.2,-20.3,0.4,1.76,162,3,0.041658931,0.0
0,121.75,57.75,74.4,8.8,31.0,0.0,8.9,-34.0,-29.6,-25.2,0.4,8.51,142,4,3.917274823,0.000383252
0,81.75,49.75,64.4,10.4,31.0,0.2,6.4,-26.7,-21.5,-16.3,0.8,6.21,176,3,301.9013916,0.002164795
0,126.75,66.75,64.0,6.6,31.0,0.0,11.7,-44.3,-41.0,-37.7,0.2,6.13,194,3,2.029809075,0.000573479
0,82.25,40.25,44.1,13.3,31.0,0.4,0.1,-16.0,-9.3,-2.7,2.3,0.06,182,8,79.24993986,0.0
0,84.25,45.75,45.8,8.4,31.0,0.0,11.4,-23.4,-19.2,-15.0,1.5,2.89,171,3,44.0263506,0.0
0,117.25,66.25,74.5,7.5,31.0,0.0,12.1,-36.5,-32.7,-29.0,0.3,7.65,161,9,2.525098444,0.000235201
0,154.75,64.75,83.4,8.3,31.0,0.0,19.8,-36.4,-32.2,-28.1,0.3,19.5,175,5,0.028422276,0.000582914
1,20.089234,42.370071,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
0,73.75,53.75,43.8,8.5,31.0,0.0,5.3,-25.5,-21.2,-17.0,1.1,2.83,153,2,242.2593681,0.00223865
1,36.230768,37.370657,65.9,6.8,5.85,1.1,140.5,4.8,8.2,11.6,6.9,13.17,145,2,1327.207178,0.241124099
0,88.75,32.75,38.1,12.8,31.0,0.9,3.6,-20.5,-14.1,-7.7,0.3,2.29,209,3,97.33197816,0.0
0,92.75,60.25,74.5,7.7,31.0,0.1,19.0,-31.2,-27.3,-23.5,0.4,9.52,175,4,18.39565996,1.97e-05
0,51.75,35.75,50.5,9.3,27.84,1.2,44.9,-6.7,-2.0,2.7,1.3,10.93,184,5,0.0,0.0
0,110.25,50.25,25.6,12.3,31.0,0.2,0.4,-33.9,-27.7,-21.6,0.1,0.1,197,4,42.96508418,0.000228142
0,85.75,65.75,89.5,5.8,31.0,0.0,28.0,-27.4,-24.5,-21.6,0.9,20.01,147,4,4.543267948,0.000571141
0,70.75,62.25,69.8,6.4,31.0,0.1,19.1,-23.5,-20.3,-17.1,1.0,8.65,149,6,0.057367806,0.000388474
0,60.75,30.25,38.2,15.4,14.99,2.1,8.9,1.1,8.8,16.5,6.1,3.33,169,9,80.44016104,0.0
0,127.75,58.25,78.7,7.3,31.0,0.1,15.1,-35.0,-31.3,-27.7,0.2,10.61,169,4,4.205225461,0.000340134
0,139.75,60.75,53.7,7.3,31.0,0.0,6.6,-39.1,-35.4,-31.8,0.3,3.74,175,3,0.028283237,0.000428107
0,86.25,63.75,86.3,6.4,31.0,0.0,23.5,-27.7,-24.5,-21.3,0.9,16.71,149,4,5.421240917,0.000505208
1,47.56564,45.64412,76.9,6.5,27.32,0.4,15.2,-6.1,-2.8,0.5,4.4,9.39,142,3,533.2045179,0.499367078
