lumpy,x,y,cld,dtr,frs
0,179.25,69.25,64.5,8.1,31.0
0,75.25,50.75,33.7,9.6,31.0
0,96.25,60.75,74.4,7.6,31.0
0,83.75,40.75,43.0,12.0,31.0
0,163.25,60.25,70.2,7.2,31.0
0,146.75,66.75,73.3,7.3,31.0
0,96.25,32.25,42.4,14.6,31.0
0,102.75,73.25,48.9,6.4,31.0
0,80.25,53.25,57.5,8.7,31.0
0,138.75,47.25,41.2,6.7,31.0
1,36.587,37.315,70.9,6.6,14.72
0,166.75,66.75,67.1,9.6,31.0
0,78.25,51.75,45.2,9.4,31.0
0,70.75,54.25,44.2,8.4,31.0
0,76.25,21.75,10.8,17.6,0.0
1,20.278091,41.683358,81.0,6.6,24.49
0,172.75,62.75,63.7,9.2,31.0
0,99.75,29.75,41.8,15.9,31.0
0,100.75,63.75,73.4,7.1,31.0
0,64.75,65.75,86.5,5.9,31.0
0,54.75,57.75,67.1,6.6,31.0
0,75.75,20.75,13.6,17.1,0.0
0,103.25,65.25,68.9,7.9,31.0
0,81.25,50.25,64.7,10.0,31.0
0,76.25,38.75,50.1,10.2,30.91
0,74.25,26.25,26.2,16.1,2.04
0,125.25,42.25,13.1,13.7,31.0
0,137.75,75.25,55.0,6.3,31.0
0,50.75,55.25,68.7,6.2,31.0
0,37.25,36.25,72.6,7.2,8.55
0,135.25,55.25,51.3,9.5,31.0
0,27.75,43.75,85.6,6.3,23.91
0,70.25,21.25,19.0,14.2,0.0
1,23.19,41.511111,79.6,6.4,26.87
1,35.38291,32.81113,57.2,8.1,0.15
0,50.75,57.25,65.3,6.1,31.0
0,156.75,64.75,80.4,8.4,31.0
0,83.75,58.25,59.5,7.2,31.0
0,100.25,29.25,39.9,15.7,31.0
0,34.75,67.75,88.0,7.0,31.0
1,20.455143,41.816134,81.0,6.6,24.49
0,108.25,27.25,91.8,3.8,21.02
0,89.75,45.75,28.9,13.2,31.0
0,80.25,55.25,55.9,8.0,31.0
1,38.302288,38.355792,69.2,6.8,25.47
0,176.25,66.25,55.1,8.8,31.0
0,98.75,29.75,41.4,14.1,29.24
0,80.75,64.75,92.1,6.3,31.0
0,59.75,31.25,40.8,15.1,16.59
0,99.25,73.75,54.1,6.6,31.0
0,117.75,55.75,53.9,12.3,31.0
0,99.25,27.75,32.3,11.4,25.78
0,22.75,43.75,87.5,5.3,24.37
0,93.25,55.25,66.1,9.5,31.0
1,36.562101,37.826184,70.3,7.6,25.25
0,42.25,34.75,46.2,11.0,9.03
0,37.75,33.75,53.0,10.3,12.6
0,36.25,59.25,91.5,6.3,30.97
0,94.75,53.75,53.3,10.9,31.0
0,34.75,61.75,80.3,6.3,30.98
0,161.75,61.75,71.5,8.2,31.0
0,51.25,53.25,69.4,6.7,31.0
0,117.75,27.25,76.5,6.0,16.06
0,153.75,64.75,85.2,8.3,31.0
0,111.25,41.75,23.2,11.9,31.0
0,117.25,24.25,69.4,6.8,5.23
0,106.25,24.75,84.6,4.5,6.71
0,130.75,54.25,43.3,10.7,31.0
0,101.75,33.25,47.5,20.2,31.0
0,106.25,65.25,70.7,8.5,31.0
0,130.25,64.25,72.8,6.7,31.0
0,81.75,39.25,47.5,13.9,31.0
1,106.249228,24.849028,84.6,4.5,6.71
0,136.75,68.75,52.5,6.7,31.0
0,83.25,57.25,57.6,7.4,31.0
0,69.75,64.75,82.9,5.3,31.0
1,19.4333,42.2,71.8,7.0,13.65
0,107.75,71.25,60.9,6.9,31.0
0,87.25,59.75,68.4,7.5,31.0
0,44.25,20.75,45.6,11.4,0.0
0,101.25,76.25,53.3,6.8,31.0
0,90.75,58.75,70.4,8.2,31.0
1,81.56451,43.882221,45.3,12.8,31.0
0,31.25,58.25,92.2,5.6,29.83
0,139.25,60.25,53.3,6.8,31.0
0,86.25,59.75,69.1,7.3,31.0
0,136.25,51.75,47.3,11.2,31.0
0,153.75,67.75,87.4,8.5,31.0
0,106.75,63.25,74.9,8.4,31.0
0,86.25,49.25,49.6,10.9,31.0
1,20.217699,41.738258,81.0,6.6,24.49
0,64.75,68.75,91.2,6.4,31.0
0,75.25,52.25,38.7,9.0,31.0
0,79.25,44.75,40.6,13.3,31.0
0,102.25,36.75,38.0,13.7,31.0
0,78.25,56.75,55.8,7.7,31.0
0,87.75,63.75,85.4,6.4,31.0
0,87.75,70.25,77.0,7.4,31.0
0,143.75,68.75,60.1,7.3,31.0
0,26.75,43.75,83.7,6.6,25.25
0,79.25,40.75,46.6,12.3,31.0
0,41.75,19.25,48.0,10.3,0.0
0,52.25,50.25,59.4,8.3,31.0
0,23.25,43.25,87.4,5.9,25.88
0,68.75,63.25,76.8,5.9,31.0
0,-178.25,67.75,82.9,8.0,31.0
0,71.25,53.25,46.6,8.7,31.0
0,35.25,61.75,79.8,6.3,30.98
0,116.75,63.25,70.1,7.8,31.0
0,52.25,58.75,67.4,6.3,31.0
0,27.25,28.25,27.3,13.9,1.78
0,148.75,66.75,85.1,7.5,31.0
0,123.25,54.25,49.5,13.9,31.0
0,107.25,33.75,60.7,6.5,28.98
0,93.75,19.75,23.7,12.7,0.0
0,73.25,58.75,53.8,7.7,31.0
0,55.75,73.75,73.8,9.4,31.0
1,45.9068,42.9624,72.5,8.0,30.96
1,22.176332,42.552623,83.9,6.2,26.19
0,116.75,36.25,32.3,9.1,28.77
1,43.47123,41.275959,65.3,10.1,31.0
0,104.25,64.75,70.6,8.1,31.0
0,49.25,47.25,73.3,7.4,29.93
0,139.75,50.25,49.1,7.8,31.0
0,19.75,-12.75,81.3,11.3,0.0
0,46.25,39.75,64.6,8.0,29.98
0,107.75,31.75,73.1,6.4,21.52
0,120.75,55.25,54.6,13.1,31.0
0,39.75,38.25,66.9,7.5,16.59
0,48.75,41.25,70.4,7.2,24.6
0,54.25,65.25,76.9,6.9,31.0
0,108.25,15.75,53.1,5.0,0.0
0,133.25,45.75,38.4,8.2,31.0
0,173.25,63.75,60.3,9.4,31.0
0,70.25,49.25,35.5,9.8,31.0
0,79.25,52.75,54.0,9.0,31.0
0,112.75,22.75,68.7,6.2,1.66
0,138.25,56.75,52.1,6.3,31.0
0,41.25,39.75,61.9,8.1,30.21
0,48.75,66.25,81.0,7.9,31.0
0,121.75,41.75,25.0,9.9,31.0
0,87.25,58.75,63.4,7.5,31.0
1,47.4233,40.4987,68.2,7.5,13.92
0,70.75,45.75,39.7,10.0,31.0
0,44.75,62.75,85.0,7.2,31.0
0,82.25,28.75,38.5,13.2,19.5
0,46.25,47.25,78.9,6.3,29.11
0,76.75,10.25,38.0,10.3,0.0
1,19.412359,42.253744,71.8,7.0,13.65
0,61.75,50.75,44.4,9.0,31.0
0,119.75,36.25,40.0,7.8,28.63
0,110.25,68.75,70.4,7.2,31.0
0,93.25,80.25,60.0,7.3,31.0
1,35.38291,32.81113,57.2,8.1,0.15
0,70.75,44.75,53.4,9.8,30.88
0,106.75,33.75,62.9,6.3,27.76
0,120.75,67.25,63.4,6.5,31.0
0,95.25,80.25,58.8,7.6,31.0
0,68.25,61.25,62.2,6.7,31.0
0,161.25,62.75,72.8,8.3,31.0
0,115.75,29.75,68.7,5.9,22.01
1,19.62631,40.35514,73.3,8.3,12.07
0,98.75,55.75,55.7,10.9,31.0
0,82.75,58.75,66.8,7.1,31.0
0,40.75,51.75,79.7,5.7,30.55
0,44.25,35.75,51.4,9.5,4.84
1,36.509722,37.191307,70.9,6.6,14.72
0,111.25,42.25,23.1,11.7,31.0
0,136.25,48.75,47.8,7.1,31.0
0,57.25,56.25,68.8,8.5,31.0
0,97.25,69.75,62.0,7.1,31.0
0,87.75,50.25,42.4,12.4,31.0
0,41.75,32.25,36.9,12.2,6.27
0,133.25,60.25,67.1,6.5,31.0
0,52.25,53.25,65.5,7.3,31.0
0,106.75,28.25,85.0,2.7,14.45
0,21.25,-8.75,83.8,12.1,0.0
0,111.75,69.25,71.6,7.0,31.0
0,46.75,36.25,59.5,10.0,29.49
0,135.25,62.75,61.1,6.3,31.0
0,130.25,54.75,43.3,10.1,31.0
1,35.684,37.846,67.6,7.4,20.52
0,54.75,64.75,77.8,6.8,31.0
0,109.25,21.75,83.6,5.0,0.59
0,174.25,68.25,65.1,9.5,31.0
0,44.75,21.75,43.6,11.7,0.0
0,111.75,57.25,70.2,9.4,31.0
0,134.75,50.25,45.8,9.9,31.0
1,43.64954,51.109974,77.8,6.0,30.82
0,117.75,56.75,59.9,11.6,31.0
0,103.25,26.25,50.8,11.0,21.27
0,51.25,56.25,66.4,6.1,31.0
0,98.25,68.75,62.9,7.8,31.0
0,93.75,37.75,35.5,15.3,31.0
0,91.25,28.25,31.3,19.0,31.0
1,15.45,-17.71,67.5,12.5,0.0
0,106.75,71.75,58.1,6.8,31.0
0,157.75,69.75,78.9,9.0,31.0
1,35.09411335,32.90289671,57.2,8.1,0.15
1,22.429713,41.570644,81.1,6.7,23.8
0,-179.25,68.25,82.8,8.4,31.0
0,49.25,40.75,69.2,7.7,23.33
0,91.75,63.75,79.5,7.0,31.0
0,113.75,56.25,60.7,10.4,31.0
1,22.276109,42.326307,80.4,6.6,25.78
0,33.25,54.75,85.6,4.9,29.77
1,22.896481,41.464364,77.1,6.9,22.97
0,89.25,55.25,61.6,9.8,31.0
0,38.25,61.75,90.9,6.9,31.0
0,65.75,51.25,36.4,8.5,31.0
0,166.25,63.75,63.8,8.9,31.0
1,23.1054,41.17968,77.6,6.7,22.01
0,145.75,60.25,60.1,6.8,31.0
0,112.25,67.75,78.5,7.7,31.0
0,73.75,52.75,41.1,8.7,31.0
0,127.25,47.25,29.1,9.8,31.0
1,20.0152,41.57542,81.0,6.6,24.49
0,55.25,46.25,68.0,9.1,30.98
0,80.75,53.75,58.8,8.6,31.0
0,55.75,61.75,76.4,6.7,31.0
1,35.55746,37.471854,61.4,7.6,1.11
0,18.75,-10.75,83.8,11.4,0.0
0,127.25,55.25,52.9,9.8,31.0
0,88.25,39.75,36.8,13.7,31.0
0,43.25,35.75,51.3,10.4,7.38
0,91.75,31.75,39.9,15.7,31.0
0,77.25,17.75,13.4,13.3,0.0
0,150.75,70.75,78.5,8.3,31.0
0,157.75,55.25,67.7,6.5,31.0
1,20.50204,42.100976,82.0,6.0,26.09
0,47.25,34.75,59.8,10.9,29.55
1,20.453598,41.566316,81.0,6.6,24.49
0,78.25,71.75,75.2,7.0,31.0
0,18.75,-10.25,83.8,11.8,0.0
0,41.75,22.25,45.9,12.4,0.0
0,124.75,62.25,64.4,6.0,31.0
1,22.382202,41.741287,81.1,6.7,23.8
0,113.75,27.25,81.7,4.4,19.75
0,119.25,68.25,67.5,6.8,31.0
1,36.511964,38.439642,70.9,8.3,28.25
0,82.75,17.75,23.3,11.3,0.0
0,15.75,-22.25,50.0,14.9,0.0
1,20.409497,41.526126,81.0,6.6,24.49
0,59.25,53.75,49.6,9.0,31.0
0,82.25,50.25,65.1,10.1,31.0
0,58.25,60.75,72.9,7.7,31.0
0,123.75,44.25,23.6,9.3,31.0
0,131.75,57.75,63.3,8.3,31.0
0,94.25,26.75,34.1,11.4,0.0
0,128.75,46.25,32.3,11.8,31.0
0,53.75,54.75,66.9,7.2,31.0
0,41.75,57.25,83.7,5.7,30.99
0,86.25,23.25,35.0,14.3,0.0
0,174.25,62.25,62.8,8.8,31.0
1,20.297327,41.142503,79.1,7.1,24.03
0,38.75,47.75,77.9,5.3,28.4
0,141.75,66.75,57.1,7.4,31.0
0,125.25,40.75,15.8,12.9,31.0
0,149.25,75.25,66.6,7.6,31.0
1,22.48563,42.41455,80.4,6.6,25.78
0,75.25,29.25,45.7,15.0,4.09
0,56.75,66.25,75.1,7.3,31.0
0,129.25,59.25,77.9,6.7,31.0
0,44.75,35.25,50.5,9.5,5.85
0,67.75,56.25,44.5,8.2,31.0
0,104.75,24.75,72.8,6.9,10.27
1,78.265121,54.895912,53.2,8.0,31.0
0,-175.25,66.25,78.2,7.5,31.0
0,92.25,73.25,67.2,7.2,31.0
0,53.25,34.25,50.1,10.6,9.03
0,84.25,48.75,51.7,9.9,31.0
0,122.25,42.75,15.6,10.1,31.0
0,89.75,47.25,26.6,13.9,31.0
0,125.25,70.25,61.8,5.8,31.0
0,118.75,49.75,30.7,11.4,31.0
0,50.25,24.75,44.0,8.0,0.0
0,93.75,41.75,27.6,13.2,31.0
0,98.25,63.25,73.0,6.8,31.0
0,119.25,70.75,67.5,6.2,31.0
0,114.75,63.25,78.6,7.9,31.0
0,86.25,39.75,38.0,13.5,31.0
0,59.75,30.25,39.7,15.1,10.02
0,65.75,50.25,37.6,8.2,31.0
0,157.75,57.75,73.8,6.7,31.0
0,17.25,-15.75,72.5,13.1,0.0
1,19.821,42.9705,78.7,5.8,27.59
0,40.75,66.75,92.7,7.2,31.0
1,20.411505,41.994853,81.0,6.6,24.49
0,166.75,67.75,69.3,9.6,31.0
0,46.75,42.75,74.2,7.4,30.7
1,49.269036,53.152559,71.9,6.2,31.0
0,81.75,48.75,58.0,10.8,31.0
0,81.75,36.25,53.2,14.2,31.0
0,79.75,10.75,36.9,5.9,0.0
0,109.75,61.75,77.3,8.3,31.0
0,105.75,50.75,39.2,8.9,31.0
1,20.377271,41.665616,81.0,6.6,24.49
0,88.75,39.25,36.3,13.1,31.0
1,118.41407,24.520462,72.4,5.8,1.91
0,17.75,-26.25,35.1,15.4,0.0
0,57.25,46.25,63.4,9.7,31.0
0,50.75,33.75,50.3,10.6,27.41
0,88.25,72.75,72.0,7.2,31.0
0,46.25,50.75,75.5,6.3,30.68
0,62.75,47.25,58.6,9.0,31.0
0,155.75,54.75,63.4,6.0,30.99
0,56.25,27.25,46.9,11.7,0.0
0,57.25,36.25,50.6,10.3,24.26
0,74.25,59.25,57.6,7.7,31.0
0,21.75,-13.75,77.5,11.5,0.0
0,54.75,28.75,44.6,13.9,17.13
0,77.25,17.25,13.3,13.3,0.0
0,81.75,22.25,15.6,13.9,0.0
0,85.25,57.25,51.2,7.4,31.0
0,94.75,79.25,60.0,7.5,31.0
0,62.75,50.75,39.7,8.8,31.0
0,126.75,45.75,27.7,9.8,31.0
0,90.75,46.25,23.2,14.0,31.0
1,19.632426,41.027939,71.1,8.3,12.33
0,62.25,68.25,80.6,7.2,31.0
0,50.75,55.75,67.4,6.1,31.0
0,94.25,67.25,74.3,6.8,31.0
1,35.64671492,33.12305575,61.1,8.4,5.23
0,106.75,66.25,69.4,8.5,31.0
0,105.25,64.75,70.7,8.4,31.0
0,34.75,37.25,67.3,7.2,17.39
0,110.25,65.25,77.0,8.5,31.0
0,35.25,40.25,72.2,7.4,25.25
0,55.25,48.25,60.3,8.8,31.0
1,19.55905,41.041167,71.1,8.3,12.33
0,25.25,30.75,33.3,10.0,0.19
1,19.900101,41.222631,71.1,8.3,12.33
0,110.75,56.25,62.1,10.6,31.0
0,111.25,62.75,79.1,8.0,31.0
0,121.75,69.25,64.3,6.1,31.0
0,70.25,62.75,73.4,6.2,31.0
0,122.25,50.25,30.2,14.6,31.0
0,146.25,68.25,68.2,7.5,31.0
0,62.25,61.75,67.5,8.1,31.0
0,79.75,65.25,92.0,6.4,31.0
1,22.964443,41.290726,77.1,6.9,22.97
0,54.75,48.25,59.5,8.6,31.0
0,89.75,36.25,38.0,14.9,31.0
1,14.81,-19.31,62.5,11.3,0.0
1,24.333333,42.1925,83.2,6.8,25.04
0,118.75,57.75,67.7,10.1,31.0
0,52.75,43.25,72.1,7.7,27.41
0,75.75,47.25,25.7,9.8,31.0
0,80.25,27.25,38.0,14.5,1.21
0,49.75,69.25,82.4,8.1,31.0
0,39.75,28.25,34.7,12.4,2.17
0,178.75,66.25,51.1,8.5,31.0
0,117.75,68.25,72.3,7.1,31.0
0,44.25,56.75,77.6,5.5,30.99
0,85.75,29.75,36.1,17.5,31.0
0,50.75,29.25,46.1,8.1,0.0
1,47.03,43.943,78.3,5.4,23.09
0,87.75,72.25,72.1,7.3,31.0
0,110.25,72.75,63.3,6.1,31.0
0,140.75,66.25,53.8,8.1,31.0
0,107.25,66.75,69.3,8.1,31.0
0,61.25,65.25,67.8,8.4,31.0
0,44.25,25.25,40.8,12.4,0.04
0,98.25,42.25,25.8,11.9,31.0
0,127.25,61.75,77.3,5.9,31.0
0,106.25,53.25,55.5,9.3,31.0
0,29.75,28.75,33.7,14.2,2.04
1,42.258,44.1625,73.7,8.6,28.09
0,100.75,33.25,43.3,19.5,31.0
0,97.25,22.25,30.4,13.5,0.06
0,113.75,50.25,24.5,12.5,31.0
0,167.75,61.75,63.9,8.3,31.0
1,80.800777,43.801366,43.6,13.3,31.0
0,107.25,27.25,85.4,3.3,17.13
0,117.75,72.75,67.4,5.9,31.0
0,103.75,32.25,63.2,12.0,27.5
1,22.824042,41.765881,80.1,6.5,25.68
0,130.25,43.75,38.6,9.4,31.0
0,46.75,51.25,75.2,6.4,30.78
0,91.75,64.25,79.6,6.7,31.0
0,158.25,70.25,77.8,9.0,31.0
0,117.25,60.25,70.9,7.9,31.0
0,82.75,43.25,45.6,11.8,31.0
0,49.25,34.25,56.4,10.7,29.77
0,50.75,48.25,68.2,7.9,30.93
0,37.25,25.75,33.9,11.4,0.0
1,23.67277,41.62656,80.8,6.4,25.99
1,37.7412,40.163353,70.7,8.3,28.17
0,47.25,38.75,62.0,8.1,28.4
0,85.75,20.25,34.2,11.7,0.0
0,92.25,63.75,78.0,7.0,31.0
0,70.75,57.25,51.3,8.1,31.0
0,90.75,43.25,24.7,13.3,31.0
0,49.25,26.25,43.9,8.9,0.0
0,43.25,28.25,38.6,12.3,2.31
0,107.75,59.75,75.5,9.1,31.0
0,110.25,42.25,24.1,11.5,31.0
0,162.75,59.25,74.3,6.9,31.0
0,56.75,81.25,76.3,8.2,31.0
1,19.53282,41.4193,71.1,8.3,12.33
0,66.25,54.75,43.9,8.3,31.0
0,134.25,64.75,58.3,7.2,31.0
0,80.75,73.25,65.3,7.0,31.0
0,154.25,63.75,81.5,8.1,31.0
0,107.25,51.75,52.1,9.0,31.0
0,146.75,62.25,66.0,7.8,31.0
0,26.25,42.75,81.5,6.8,25.99
0,53.25,45.25,69.1,8.4,29.83
0,54.75,36.75,51.8,9.4,24.82
0,100.75,66.25,67.5,7.1,31.0
0,125.75,63.25,66.0,6.0,31.0
0,125.25,46.75,26.5,11.2,31.0
0,128.75,67.25,62.4,7.2,31.0
0,100.25,21.25,37.1,13.1,0.0
0,17.75,-23.75,43.8,14.0,0.0
0,92.75,40.75,31.6,13.8,31.0
0,78.25,65.25,95.4,6.8,31.0
0,100.75,55.75,60.0,10.9,31.0
0,95.25,34.75,40.2,14.5,31.0
0,89.75,23.75,42.7,13.3,0.0
0,30.25,28.25,32.6,15.3,3.91
0,114.25,37.25,28.7,10.5,30.12
0,117.25,25.25,69.6,7.2,10.27
0,113.75,44.25,28.4,11.0,31.0
1,36.301,37.091,65.9,6.8,5.85
0,115.75,66.25,82.9,7.9,31.0
0,148.25,60.75,65.4,6.9,31.0
0,29.25,61.25,84.2,6.1,30.68
1,23.83967,41.68827,80.8,6.4,25.99
0,51.75,56.75,66.1,6.2,31.0
0,-172.25,65.75,80.6,7.2,31.0
0,56.25,47.75,63.0,9.2,31.0
1,35.38291,32.81113,57.2,8.1,0.15
0,132.75,62.25,69.3,6.2,31.0
0,81.25,58.25,62.9,7.4,31.0
0,56.75,57.25,69.5,7.5,31.0
0,42.75,39.25,63.2,8.0,28.91
1,22.224826,42.388237,80.4,6.6,25.78
0,123.75,49.25,27.1,17.0,31.0
0,119.75,49.75,29.3,11.5,31.0
0,84.25,59.75,69.1,7.0,31.0
0,149.75,67.75,86.6,8.0,31.0
1,49.445011,53.087542,71.9,6.2,31.0
0,164.25,65.25,67.4,9.1,31.0
0,14.75,-19.25,62.5,11.3,0.0
0,83.75,30.75,46.3,16.2,31.0
0,132.75,44.25,36.6,7.0,31.0
0,54.75,57.25,68.5,6.7,31.0
1,20.572095,42.022673,81.2,6.3,27.14
0,112.75,51.25,28.0,13.1,31.0
1,20.444974,40.883518,78.0,7.3,23.68
0,88.25,43.25,36.3,10.8,31.0
0,157.25,53.25,63.8,5.3,31.0
0,90.25,27.25,35.0,12.5,16.59
0,94.25,30.75,36.4,14.7,31.0
1,20.445879,40.949295,78.0,7.3,23.68
0,29.75,57.25,92.5,5.6,29.43
0,137.75,52.25,49.6,10.4,31.0
0,98.25,72.75,56.4,6.7,31.0
0,96.75,33.75,40.6,15.2,31.0
0,47.75,59.25,76.2,6.2,31.0
0,71.75,48.75,35.6,10.0,31.0
0,43.75,54.75,78.1,5.7,30.98
0,108.75,76.25,58.6,6.7,31.0
0,45.75,41.25,73.6,7.4,18.98
0,124.75,61.25,67.0,6.2,31.0
0,105.75,27.75,77.6,2.4,17.66
0,-175.25,65.75,76.7,7.6,31.0
0,74.25,70.25,84.5,6.9,31.0
0,99.25,57.25,65.6,10.0,31.0
0,164.75,67.25,69.5,8.9,31.0
0,155.25,63.75,79.7,8.6,31.0
0,85.75,48.25,39.5,8.8,31.0
0,125.25,56.75,78.0,7.5,31.0
0,-177.25,66.25,76.2,7.9,31.0
0,97.75,63.75,73.3,6.4,31.0
0,19.75,-19.75,63.8,12.5,0.0
0,20.25,-8.75,85.0,12.2,0.0
0,141.25,66.25,54.0,8.2,31.0
0,52.75,50.25,59.1,8.3,31.0
0,53.75,52.25,61.6,8.0,31.0
0,71.25,27.75,19.4,17.5,4.84
0,56.75,36.75,52.3,9.8,24.6
0,28.75,30.75,37.4,10.1,0.0
0,158.75,64.25,75.8,8.9,31.0
0,98.75,61.25,73.1,7.8,31.0
0,71.25,43.75,58.4,9.8,30.52
0,129.25,62.75,82.4,6.1,31.0
0,123.75,72.25,62.5,5.9,31.0
0,106.75,62.25,74.2,8.8,31.0
1,19.57075,41.14099,71.1,8.3,12.33
0,68.75,63.75,79.4,5.6,31.0
0,73.25,51.75,34.0,9.1,31.0
0,112.75,71.25,69.0,6.2,31.0
0,95.25,73.75,61.4,7.1,31.0
0,92.25,33.25,37.7,15.7,31.0
1,23.9886,40.0319,69.8,6.5,10.78
0,57.75,56.25,69.1,8.8,31.0
0,136.75,47.25,43.5,8.0,31.0
0,44.75,61.25,84.9,6.9,31.0
0,120.25,61.75,66.5,6.5,31.0
0,127.25,61.25,77.7,5.9,31.0
0,99.75,63.75,74.6,6.8,31.0
0,74.25,20.25,18.3,17.9,0.0
0,102.25,55.75,65.0,10.3,31.0
0,62.75,45.75,55.0,9.3,31.0
0,99.75,62.75,73.7,7.3,31.0
0,123.25,58.25,85.2,7.5,31.0
0,45.75,63.25,81.0,7.3,31.0
0,60.25,33.25,46.4,13.9,22.73
0,144.75,66.25,63.1,8.1,31.0
0,46.25,62.75,81.0,7.3,31.0
1,20.400568,41.978723,81.0,6.6,24.49
0,104.75,61.75,73.5,9.2,31.0
0,93.75,32.25,38.2,15.1,31.0
0,104.25,60.25,71.7,9.9,31.0
0,116.75,56.25,59.8,11.3,31.0
0,42.25,26.75,42.2,12.5,0.59
0,160.25,64.25,72.6,8.9,31.0
0,108.75,60.25,75.8,9.0,31.0
0,30.25,67.25,85.4,8.8,31.0
0,60.75,49.25,55.5,9.3,31.0
0,42.75,29.25,38.3,12.3,2.9
0,116.25,63.75,73.6,7.9,31.0
0,130.75,56.25,54.6,9.2,31.0
0,120.25,62.25,63.1,6.7,31.0
0,170.25,60.25,69.1,8.1,31.0
0,109.75,28.75,81.8,4.8,20.77
0,96.75,24.75,21.1,12.0,0.0
0,96.75,59.75,73.3,7.7,31.0
0,66.75,58.25,55.5,7.6,31.0
0,99.75,75.25,53.7,6.7,31.0
0,94.75,71.25,64.5,6.9,31.0
0,88.75,29.75,37.9,16.1,31.0
0,112.25,75.75,62.3,6.3,31.0
0,70.75,61.75,65.8,6.5,31.0
0,133.75,53.75,48.5,10.6,31.0
0,28.25,38.25,64.1,9.0,14.99
1,90.414794,24.721343,44.0,13.1,0.0
0,106.75,52.25,52.2,8.8,31.0
1,20.429482,41.709403,81.0,6.6,24.49
0,107.25,58.75,72.2,9.5,31.0
0,141.25,67.75,55.5,7.2,31.0
0,65.25,59.75,58.7,6.7,31.0
0,72.75,47.75,32.6,10.2,31.0
0,121.25,43.25,23.2,9.5,31.0
0,58.25,36.75,53.0,10.7,27.5
0,112.75,35.25,44.2,10.4,29.18
0,77.25,37.25,54.0,10.7,31.0
0,119.75,32.25,52.5,7.4,25.47
0,82.25,19.75,20.0,14.9,0.0
0,21.25,-14.25,76.3,11.4,0.0
0,44.25,49.75,78.4,6.1,30.45
0,39.25,54.75,82.1,5.8,30.8
0,90.25,42.25,33.6,11.8,31.0
0,33.75,45.75,75.9,6.3,25.47
0,78.75,70.25,79.6,6.9,31.0
0,48.75,49.25,74.2,7.6,30.9
0,105.25,23.75,80.5,5.8,9.28
0,111.75,41.75,22.7,11.4,31.0
0,101.75,73.25,50.1,6.4,31.0
0,39.75,44.75,78.5,6.7,21.52
0,111.25,60.75,76.0,8.5,31.0
1,18.19,-26.69,34.8,15.9,0.0
1,23.67277,41.62656,80.8,6.4,25.99
0,14.75,-21.75,57.5,9.1,0.0
0,51.25,48.75,65.2,8.0,31.0
0,128.25,52.25,33.5,12.2,31.0
0,145.75,68.75,65.8,7.5,31.0
1,44.6029,43.2381,78.7,7.0,26.39
0,122.75,67.75,62.9,5.8,31.0
1,35.338875,37.002804,61.4,6.7,2.31
1,74.14463,54.5556,44.8,8.3,31.0
0,102.75,77.25,55.0,7.0,31.0
0,92.25,55.25,63.7,9.6,31.0
0,124.75,72.75,61.3,5.7,31.0
0,89.25,50.75,41.9,13.4,31.0
0,153.75,69.25,83.9,8.7,31.0
0,119.75,71.25,66.2,6.1,31.0
1,20.533445,43.123569,81.1,5.8,26.19
0,79.25,60.75,70.9,7.5,31.0
0,40.25,25.75,39.1,12.5,0.39
0,96.75,57.25,64.7,8.7,31.0
1,36.446227,37.338065,65.9,6.8,5.85
0,42.25,49.75,78.8,5.5,30.08
0,106.25,71.25,58.2,6.9,31.0
0,161.25,62.25,72.8,8.1,31.0
0,175.25,63.25,56.9,8.9,31.0
0,125.75,66.75,64.2,6.2,31.0
0,108.25,67.75,69.3,7.6,31.0
0,123.25,69.25,63.1,5.8,31.0
0,123.75,59.25,81.0,6.7,31.0
0,96.75,51.75,40.5,11.8,31.0
0,122.75,41.25,17.4,10.2,31.0
0,96.25,76.25,59.8,7.1,31.0
0,73.25,25.25,14.7,15.7,0.33
0,63.25,45.25,53.5,9.4,31.0
0,45.25,31.25,33.8,11.7,2.45
0,105.75,66.25,68.1,8.4,31.0
0,163.75,62.75,67.9,7.8,31.0
0,85.25,61.25,76.5,7.3,31.0
0,66.75,57.75,53.6,7.6,31.0
0,87.25,63.75,86.6,6.4,31.0
0,51.75,21.75,38.3,8.2,0.0
0,84.75,65.75,87.9,5.8,31.0
0,45.25,48.25,78.8,6.0,29.49
0,48.75,37.75,59.5,9.2,29.37
0,170.25,62.75,66.7,9.7,31.0
1,35.6223,33.282,61.1,8.4,5.23
0,98.25,53.25,45.3,12.4,31.0
0,48.25,35.75,60.1,11.3,30.08
1,19.978714,40.936697,71.9,8.4,8.31
0,90.25,56.75,66.3,8.7,31.0
0,87.75,68.25,85.1,6.3,31.0
1,20.070284,42.311189,82.0,6.0,26.09
1,18.956166,42.780473,73.3,6.1,24.82
0,116.25,69.75,73.7,6.7,31.0
0,16.75,-7.75,85.0,12.3,0.0
0,46.25,28.75,36.9,11.5,1.31
0,130.25,63.75,76.5,6.2,31.0
0,109.75,31.75,66.6,6.6,26.48
0,59.25,35.25,51.7,11.8,24.37
0,112.25,55.75,53.3,11.2,31.0
0,69.75,49.25,35.4,9.7,31.0
0,64.25,47.75,53.2,8.6,31.0
0,116.25,59.75,72.9,8.3,31.0
0,34.25,57.25,88.7,5.6,30.68
