Response,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts
0,57072.0,0,1,79,944,0,60
0,60474.0,0,1,25,265,199,303
0,62807.0,0,1,83,526,28,135
0,19414.0,1,0,32,2,3,12
0,19107.0,1,0,49,2,4,9
0,75484.0,0,1,50,378,97,259
0,70379.0,0,1,84,553,25,142
0,79419.0,0,0,96,751,127,687
0,64014.0,2,1,56,406,0,30
0,76998.0,0,1,85,1449,89,161
0,49854.0,1,0,63,123,17,171
1,60585.0,1,1,17,267,42,309
0,42873.0,1,1,11,209,0,40
1,87679.0,0,0,62,1259,172,815
0,57867.0,1,0,48,344,35,178
0,35765.0,1,0,86,22,3,30
0,65492.0,0,0,73,247,161,295
0,32952.0,1,0,36,38,0,12
1,53374.0,0,1,34,896,10,101
0,71706.0,0,1,16,931,56,253
0,68487.0,0,0,48,758,12,385
0,53253.0,1,1,61,216,9,57
0,31163.0,1,0,54,2,3,10
1,42014.0,1,0,56,244,15,108
0,54108.0,1,1,74,539,6,91
1,49667.0,0,0,35,1181,26,120
0,63206.0,0,0,65,750,8,125
0,57136.0,1,1,48,306,5,109
0,46772.0,0,1,88,350,104,189
0,78931.0,0,0,19,331,197,170
0,53977.0,0,1,21,620,16,165
0,84219.0,0,0,27,434,137,400
0,46098.0,1,1,86,57,0,27
0,73538.0,0,1,92,811,76,428
0,79529.0,0,0,1,423,42,706
1,20981.0,0,0,14,2,12,10
0,51766.0,1,0,74,60,51,87
0,55759.0,0,1,84,675,0,85
0,33039.0,1,0,4,30,8,12
0,37787.0,1,0,50,40,1,40
1,27242.0,1,0,2,3,17,26
1,87188.0,0,0,73,910,111,724
0,69930.0,0,0,21,252,98,827
0,37697.0,1,0,82,34,6,21
0,37401.0,1,0,14,19,3,19
0,3502.0,1,0,56,2,1,1
0,58597.0,1,1,20,490,0,184
0,82032.0,0,0,54,332,194,377
0,28087.0,1,1,77,53,8,17
1,74004.0,0,0,5,784,48,560
0,19740.0,0,1,65,7,11,3
0,57036.0,0,1,33,1171,43,219
0,53083.0,1,1,65,215,7,33
0,69283.0,0,1,41,674,62,134
1,46098.0,1,1,86,57,0,27
0,23331.0,1,0,92,5,36,7
0,23331.0,1,0,97,104,20,101
0,9255.0,1,0,91,9,0,7
1,67786.0,0,0,0,431,82,441
0,71969.0,0,1,59,1000,0,76
0,59235.0,1,0,4,448,40,469
0,31928.0,1,0,5,33,4,24
0,74881.0,1,1,48,505,72,270
0,65819.0,0,0,99,267,38,701
0,51411.0,1,2,81,14,0,3
0,51983.0,0,1,95,631,0,115
0,42386.0,1,0,43,65,4,16
0,30390.0,0,0,5,10,12,12
1,30983.0,0,0,50,51,4,50
0,66033.0,0,1,76,293,35,179
0,37284.0,1,1,46,11,1,2
0,57530.0,0,1,68,50,1,27
0,76800.0,0,0,33,173,26,255
0,63943.0,0,1,50,423,184,368
0,76081.0,0,0,85,292,30,415
0,67445.0,0,1,63,757,80,217
0,37054.0,1,1,89,12,1,6
1,47175.0,1,1,81,167,2,44
0,31859.0,1,0,77,3,1,3
0,27215.0,2,1,50,30,5,22
0,70179.0,0,1,10,532,88,168
0,39922.0,1,0,30,29,12,59
0,49681.0,0,2,66,411,0,26
0,24645.0,1,0,16,5,3,4
0,79865.0,0,1,12,71,99,278
0,44322.0,1,0,30,46,0,40
0,47958.0,0,1,8,268,11,88
0,63972.0,0,1,93,928,63,254
0,75315.0,0,1,14,459,15,171
1,55517.0,1,1,53,483,0,108
0,75283.0,1,2,26,733,9,180
1,82800.0,0,0,23,1006,22,115
0,38998.0,1,1,92,34,1,14
1,90638.0,0,0,29,1156,120,915
0,27161.0,1,0,41,7,4,23
1,42014.0,1,0,56,244,15,108
0,38201.0,0,1,19,233,0,23
1,45203.0,2,0,4,35,3,67
0,81574.0,0,0,89,1252,0,465
0,34935.0,0,0,71,34,4,66
0,60482.0,0,1,81,255,43,134
0,34633.0,2,1,31,8,1,5
0,78093.0,0,0,53,368,32,639
0,82460.0,0,0,78,255,47,573
0,45903.0,0,1,80,33,8,10
1,81361.0,0,0,18,163,23,424
1,35860.0,1,1,37,15,0,8
1,40442.0,1,1,52,45,12,52
0,61482.0,0,0,39,48,58,68
0,34968.0,1,0,11,158,6,45
0,75794.0,0,0,33,754,160,625
0,31497.0,0,1,22,108,1,28
0,74268.0,0,0,83,199,66,315
0,13724.0,1,0,43,2,7,5
0,45143.0,0,1,74,202,5,74
0,52569.0,0,1,54,85,0,3
1,48432.0,0,1,3,322,3,50
0,17144.0,1,1,96,18,2,19
0,36108.0,1,0,68,141,8,129
0,76445.0,1,0,2,739,107,309
0,36663.0,1,0,40,18,0,6
0,53843.0,0,1,64,378,0,88
0,90226.0,0,0,26,1083,108,649
0,70638.0,0,0,69,1016,12,215
0,44512.0,1,1,57,23,1,6
0,27116.0,1,1,78,12,1,21
0,54072.0,1,1,71,35,0,4
0,71855.0,0,1,59,548,31,422
0,51250.0,1,0,28,342,32,230
0,60432.0,0,1,61,365,3,15
0,65526.0,0,1,22,397,19,69
0,68655.0,0,0,95,456,19,832
0,12393.0,0,0,38,5,6,15
1,64509.0,0,0,19,836,185,575
0,33955.0,1,0,92,100,2,128
1,31353.0,1,1,24,10,0,10
0,55434.0,1,0,21,238,115,215
0,28359.0,1,0,35,6,0,5
0,57100.0,1,0,9,158,11,99
0,69139.0,0,1,23,86,12,75
0,52973.0,0,1,92,856,0,76
0,51717.0,0,1,55,98,1,17
0,18793.0,1,0,14,4,16,20
0,66664.0,0,0,78,398,96,447
0,50664.0,1,1,64,313,8,104
0,54414.0,1,1,49,109,18,16
0,54549.0,0,1,8,216,2,6
0,47111.0,0,1,35,595,71,153
0,41003.0,0,0,11,123,133,142
1,19444.0,1,0,8,16,0,23
0,36301.0,1,0,53,11,12,35
0,73059.0,0,1,36,410,112,420
0,42731.0,1,0,64,159,2,51
0,52854.0,1,1,43,105,0,10
0,22775.0,1,0,40,5,1,8
0,46681.0,0,2,52,269,15,69
0,59821.0,0,1,11,629,0,70
0,50002.0,0,1,21,443,5,71
0,69755.0,0,0,23,217,77,373
0,44078.0,1,1,17,24,1,10
0,30560.0,1,0,6,9,1,5
0,35924.0,1,1,56,8,0,14
1,64140.0,0,2,71,1459,0,61
0,56386.0,1,1,51,230,48,214
0,24594.0,1,0,94,1,3,6
0,75774.0,1,0,27,340,21,134
0,39228.0,0,0,1,7,1,6
0,58494.0,0,1,56,298,7,68
0,58684.0,0,0,71,479,35,179
1,57136.0,0,0,18,267,140,599
0,56551.0,1,1,48,67,4,32
0,22448.0,1,0,86,3,1,8
1,82014.0,0,0,48,980,37,265
1,34213.0,1,1,2,50,4,28
0,157146.0,0,0,13,1,0,1725
0,25358.0,0,1,57,19,0,5
0,35544.0,1,0,77,30,5,23
0,36634.0,0,1,0,213,9,76
0,62670.0,0,1,57,539,30,92
0,50334.0,0,1,24,284,16,160
1,72066.0,0,0,55,1003,34,536
0,50729.0,1,1,62,239,13,143
0,34916.0,2,0,89,51,23,82
0,64892.0,0,1,77,527,24,230
0,43602.0,1,1,45,19,5,12
0,33996.0,0,0,46,40,2,15
0,41473.0,1,0,80,21,8,20
0,63246.0,0,2,60,593,30,91
0,36732.0,1,1,71,21,5,3
0,69084.0,1,0,43,1181,107,199
1,77766.0,0,1,97,1004,59,265
1,37929.0,0,0,49,202,2,46
0,86610.0,0,0,66,446,107,768
1,80141.0,0,0,20,1184,102,673
0,72635.0,0,0,54,390,22,323
0,69016.0,0,1,61,726,53,363
0,20193.0,0,0,18,8,8,22
0,27573.0,1,0,45,50,15,110
0,15862.0,1,0,26,1,1,4
0,49544.0,1,0,0,308,0,73
0,33228.0,1,0,28,22,2,31
0,70440.0,0,0,49,690,117,499
0,38232.0,1,1,84,43,5,28
0,22554.0,1,1,38,27,0,10
0,23536.0,1,0,53,6,0,3
0,49413.0,0,1,88,205,7,41
0,42231.0,1,1,99,24,0,8
1,78789.0,0,0,12,667,50,850
1,56534.0,0,1,35,691,7,61
0,58350.0,0,1,5,493,26,206
0,81217.0,0,0,77,493,70,324
0,49090.0,0,1,45,494,5,82
0,61787.0,0,0,71,621,73,414
0,18169.0,1,0,40,9,0,5
0,24336.0,1,0,82,1,6,2
0,18222.0,0,0,70,12,4,19
0,62335.0,0,1,87,243,131,217
0,42033.0,1,1,95,11,1,4
0,86580.0,0,0,72,532,21,127
0,41437.0,1,1,5,29,0,2
0,73705.0,0,2,86,612,91,520
0,61064.0,0,1,80,387,126,342
0,38452.0,1,1,62,56,0,14
0,18358.0,1,0,49,6,8,19
0,55012.0,0,1,85,582,0,65
1,9722.0,1,0,7,6,17,16
0,38175.0,1,0,6,70,6,69
0,58656.0,0,1,25,962,12,194
0,52117.0,0,1,55,112,10,107
0,64813.0,1,0,81,293,0,124
0,54222.0,0,1,98,199,12,31
1,83512.0,0,0,31,1060,61,835
1,77520.0,0,1,30,940,44,396
0,41154.0,0,1,98,44,2,11
0,80398.0,0,0,92,342,51,936
0,18746.0,1,0,41,2,10,11
0,35196.0,1,0,68,75,12,141
0,60230.0,0,1,78,520,20,367
0,22108.0,1,1,46,5,3,9
0,44392.0,1,1,71,87,5,71
1,55424.0,0,1,6,462,61,184
0,17688.0,1,0,82,2,2,1
1,92491.0,0,0,71,979,44,935
1,90273.0,0,0,32,704,129,853
0,82571.0,0,0,28,861,31,558
1,38513.0,1,0,20,172,3,115
1,16653.0,1,0,10,5,7,31
1,42586.0,1,1,7,194,2,56
0,23529.0,0,1,67,9,7,13
0,74881.0,1,1,48,505,72,270
0,71107.0,0,1,61,533,10,217
0,46910.0,1,1,36,48,0,14
0,18690.0,0,0,77,6,1,7
0,37244.0,1,1,90,18,2,10
0,82427.0,0,0,35,482,147,509
0,75342.0,0,1,38,204,97,97
0,70044.0,0,1,46,1073,0,250
0,79146.0,1,1,33,245,16,223
0,77437.0,0,0,70,560,21,442
0,54984.0,0,1,51,173,13,131
0,42403.0,1,0,18,22,1,11
0,55761.0,0,1,97,136,1,12
0,37292.0,1,0,32,275,0,86
1,45576.0,0,0,9,56,19,29
1,70321.0,0,0,6,303,23,751
0,58086.0,0,1,80,708,7,62
0,81795.0,0,0,74,324,132,693
0,28389.0,0,0,49,1,5,3
0,66835.0,0,0,21,620,26,195
0,69901.0,0,1,95,312,21,206
0,80360.0,0,0,56,1493,86,454
1,63342.0,0,1,48,918,21,118
0,44989.0,0,1,26,98,0,106
0,31859.0,1,0,3,3,4,7
1,51569.0,0,1,39,380,0,47
0,30372.0,1,1,33,15,0,12
0,16014.0,1,1,42,3,9,4
0,41120.0,1,1,80,24,2,23
1,39763.0,1,0,9,80,1,60
0,38725.0,1,1,52,31,0,6
0,77981.0,1,0,78,138,120,204
0,62905.0,0,1,68,166,75,96
0,13533.0,1,0,45,12,3,8
0,59481.0,0,1,47,178,3,85
0,72117.0,0,1,34,707,20,171
0,21955.0,1,0,81,5,1,7
0,67131.0,0,1,72,465,71,250
0,36802.0,1,0,23,16,1,2
0,71853.0,0,0,29,358,108,413
0,28249.0,0,0,80,1,9,7
0,47808.0,0,1,30,123,1,26
1,25509.0,1,0,15,40,3,30
0,51012.0,0,0,86,102,9,63
0,70596.0,0,0,68,347,44,534
0,85431.0,0,0,54,376,53,462
0,42664.0,0,1,44,21,0,3
1,42586.0,1,1,7,194,2,56
0,29760.0,1,0,87,64,4,68
0,28973.0,0,0,59,206,0,46
0,39435.0,1,0,16,71,0,18
0,65370.0,0,0,1,71,22,112
0,20194.0,1,0,64,0,4,7
0,42473.0,1,1,72,93,1,21
0,64590.0,0,0,98,920,138,168
0,71232.0,0,1,91,653,17,170
1,34600.0,1,1,8,199,33,60
0,46904.0,1,1,20,153,4,56
0,49094.0,0,1,6,376,0,38
0,36075.0,1,0,54,46,0,30
0,60839.0,1,1,72,600,21,128
0,77298.0,0,1,46,425,115,292
0,34026.0,1,1,11,18,6,15
0,48918.0,1,1,21,52,0,9
0,82122.0,0,0,89,734,22,350
0,37697.0,1,0,82,34,6,21
0,34074.0,1,1,69,135,1,41
0,28520.0,1,1,55,11,0,10
0,62535.0,0,1,13,163,48,90
0,36273.0,1,0,80,29,3,30
0,63404.0,0,2,97,734,26,70
0,75774.0,1,0,27,340,21,134
0,78416.0,0,1,99,453,38,279
0,75702.0,0,1,87,1073,0,629
0,59385.0,1,1,85,135,0,10
1,37070.0,1,1,30,231,7,137
0,44689.0,1,1,82,18,0,5
0,53977.0,0,1,21,620,16,165
0,7144.0,0,2,92,81,4,33
0,18701.0,1,1,95,12,4,2
1,90369.0,0,0,2,292,51,981
0,63159.0,0,0,74,965,34,586
0,37758.0,1,1,49,27,2,10
0,46757.0,0,1,71,777,30,163
0,79734.0,0,0,72,572,8,232
0,63207.0,0,0,68,438,169,565
0,72071.0,0,1,4,531,69,300
0,21840.0,1,0,80,17,0,9
0,58582.0,0,1,15,402,35,106
1,72282.0,0,0,70,503,27,419
0,50387.0,0,2,91,369,9,87
0,32583.0,1,1,10,5,0,3
0,62568.0,0,1,99,362,17,398
0,44635.0,1,1,25,56,0,9
0,33316.0,1,1,34,79,1,31
0,63967.0,0,1,57,387,84,141
0,52513.0,0,0,84,367,17,241
0,25293.0,1,0,51,15,0,11
0,54111.0,0,1,97,267,6,54
1,78394.0,0,0,13,298,27,697
0,80739.0,0,0,92,674,92,736
1,22669.0,1,0,30,16,14,36
0,29236.0,1,0,30,37,4,24
0,44911.0,0,1,11,159,0,22
0,54693.0,0,1,72,686,17,142
0,48186.0,1,0,39,97,3,66
1,54809.0,1,1,0,63,6,57
0,41580.0,1,1,15,56,5,24
0,80336.0,0,0,12,209,19,456
0,47743.0,0,1,56,198,2,43
0,62972.0,0,1,39,313,15,47
1,57333.0,0,1,55,941,14,397
0,32313.0,1,0,60,86,4,56
1,84953.0,0,0,73,167,48,602
0,27071.0,1,0,90,8,3,19
0,68148.0,0,0,86,389,66,408
0,65735.0,1,1,37,239,7,119
1,86836.0,0,0,7,179,21,273
0,4023.0,1,1,29,5,0,1
0,30093.0,0,0,19,2,6,28
0,57705.0,0,1,14,383,0,53
0,25008.0,1,0,72,2,8,8
1,83257.0,0,0,56,536,27,590
0,22280.0,1,0,85,2,1,4
0,72159.0,0,0,62,322,53,899
1,64260.0,0,0,1,539,169,816
1,82733.0,0,0,28,712,50,420
0,74290.0,0,1,70,1121,0,72
0,58217.0,2,1,84,68,1,13
0,21024.0,0,0,89,36,4,18
0,70116.0,0,0,73,707,44,603
0,54006.0,1,0,42,174,77,203
0,69063.0,0,1,16,666,35,124
0,11448.0,0,0,16,0,0,0
0,61825.0,0,1,56,162,50,100
0,70886.0,1,0,65,407,70,239
1,69109.0,0,0,10,823,25,459
1,60208.0,1,1,13,488,23,71
0,32889.0,1,1,78,28,0,13
0,34738.0,1,0,51,3,2,10
0,30538.0,1,0,27,284,0,52
1,82326.0,0,0,30,938,142,754
0,26642.0,1,0,71,13,2,15
0,69932.0,0,1,97,412,172,153
0,44503.0,1,1,83,31,1,8
0,60200.0,0,1,3,502,19,132
0,49638.0,0,1,71,18,10,3
0,23830.0,0,0,3,1,8,6
1,33051.0,0,0,15,100,71,243
0,72905.0,0,0,52,407,114,445
0,69702.0,0,1,8,664,9,240
0,70300.0,1,0,89,1045,61,338
1,70643.0,0,0,66,1218,107,304
1,30396.0,1,0,22,15,0,6
0,50616.0,0,1,56,128,0,16
0,62772.0,0,1,74,581,49,157
0,30298.0,0,0,48,6,3,12
0,52413.0,1,0,67,185,8,133
0,44155.0,1,1,24,22,1,9
1,86979.0,0,0,67,584,100,835
0,76532.0,1,1,38,355,30,177
0,42081.0,1,0,86,175,10,110
0,67546.0,0,0,90,864,134,768
0,88420.0,0,0,87,957,153,612
0,31158.0,1,0,62,25,6,16
0,61671.0,0,1,23,641,7,56
0,69719.0,0,0,99,273,86,208
0,49160.0,0,1,29,122,21,43
0,24882.0,1,0,52,1,4,10
0,90933.0,0,0,90,1020,31,430
0,113734.0,0,0,9,6,2,3
0,59292.0,0,1,71,378,14,68
0,45759.0,1,1,13,42,1,18
0,22148.0,0,0,16,15,5,14
0,73395.0,0,0,94,272,7,80
0,29819.0,1,0,77,9,1,24
0,45688.0,0,1,20,279,0,18
0,62820.0,0,0,51,398,61,265
0,60491.0,0,1,81,637,47,237
0,33235.0,1,0,71,45,0,16
0,35701.0,0,0,36,21,1,9
0,31535.0,1,0,95,15,4,13
0,92556.0,0,0,32,493,183,352
0,67384.0,0,1,32,957,40,175
0,80573.0,0,0,85,829,138,430
1,77870.0,0,1,93,1017,50,500
0,52278.0,0,1,24,953,0,71
1,57107.0,0,1,44,159,0,120
0,18929.0,0,0,15,32,0,8
0,36038.0,1,0,82,23,0,15
0,20180.0,0,0,27,18,42,24
0,34230.0,1,1,72,15,0,4
0,31878.0,0,1,7,23,4,5
0,70932.0,0,1,57,200,193,100
1,91249.0,0,0,84,1324,27,119
0,77598.0,0,0,53,1193,33,281
0,80982.0,1,1,48,505,137,401
0,22701.0,1,0,2,2,4,9
0,55212.0,0,1,65,1103,0,45
0,70617.0,0,0,45,353,61,753
1,64849.0,0,0,42,652,48,350
0,62694.0,1,1,29,379,6,157
0,61917.0,1,1,83,46,4,36
0,67472.0,0,1,93,162,31,127
0,21059.0,1,0,40,8,3,19
0,29543.0,2,0,47,17,3,18
0,75903.0,0,1,50,340,108,185
0,34984.0,1,1,40,8,4,15
1,54998.0,0,1,3,154,22,202
1,54356.0,0,1,62,710,15,30
0,34242.0,0,1,25,8,2,4
0,25410.0,1,0,48,2,2,4
1,73356.0,0,0,56,1050,14,322
0,28320.0,0,1,68,19,1,14
0,23763.0,1,0,64,22,0,6
0,72570.0,0,0,67,274,83,216
0,34529.0,1,0,94,68,6,38
0,70792.0,0,0,82,344,45,654
1,63211.0,0,0,3,145,193,459
0,83891.0,0,1,24,217,38,350
0,36065.0,1,1,54,18,7,34
0,39898.0,0,1,20,69,8,26
0,51141.0,0,0,96,144,0,7
0,56939.0,0,1,19,256,34,103
0,80872.0,0,0,60,483,72,567
1,72335.0,0,0,2,1285,105,653
0,61798.0,0,0,13,338,4,89
0,76842.0,0,0,37,605,10,345
0,29478.0,1,0,59,8,0,7
0,46998.0,0,1,55,172,41,86
1,96843.0,0,0,60,448,71,951
0,56551.0,1,1,48,67,4,32
0,70053.0,0,1,38,512,53,98
1,71670.0,0,0,8,1462,16,128
0,44359.0,1,1,19,20,0,14
1,40887.0,1,1,32,50,4,44
0,48877.0,0,1,27,102,1,15
0,74485.0,0,0,58,499,149,815
0,64474.0,0,1,59,381,35,172
0,77226.0,0,1,29,631,43,239
1,72643.0,0,0,60,526,80,553
0,85738.0,0,0,41,913,26,376
0,55686.0,0,1,27,673,0,199
0,39062.0,1,0,28,23,0,9
1,34600.0,1,1,8,199,33,60
0,40794.0,0,1,18,261,23,73
0,54690.0,1,1,76,111,16,37
0,4428.0,0,1,0,16,4,12
0,32632.0,0,0,32,63,151,137
0,38236.0,1,1,2,58,0,18
1,36781.0,1,0,16,29,1,17
1,31385.0,1,0,56,3,2,12
0,24570.0,1,0,97,28,34,62
1,25509.0,1,0,15,40,3,30
0,94642.0,0,0,35,879,143,797
0,58646.0,0,1,3,62,1,44
0,53201.0,1,1,49,280,7,81
0,21994.0,0,1,4,9,0,6
0,57113.0,1,1,45,182,4,33
0,51373.0,0,0,37,83,2,101
0,23477.0,1,0,39,38,15,54
0,58116.0,0,1,38,228,19,130
1,72968.0,0,0,8,1092,37,592
0,39791.0,0,1,89,85,15,27
1,91712.0,0,0,47,1276,24,746
0,94472.0,0,1,75,1017,33,417
0,13672.0,1,1,86,6,2,9
1,96547.0,0,0,4,448,21,125
1,79205.0,0,0,73,504,23,117
0,56559.0,0,1,46,226,22,133
0,32644.0,1,0,38,239,3,141
0,67506.0,0,1,73,90,38,67
0,24206.0,1,0,66,7,2,8
0,28420.0,1,0,36,4,2,5
1,22979.0,1,0,29,16,17,19
0,33279.0,0,0,29,10,3,3
0,46423.0,1,1,6,68,0,16
0,30368.0,0,1,97,35,0,13
0,63684.0,0,1,61,575,80,428
0,41638.0,0,1,68,315,0,31
0,68805.0,0,1,73,182,2,49
0,65814.0,0,1,90,561,14,113
0,71964.0,0,0,81,587,51,932
0,39146.0,1,0,1,94,1,33
1,96876.0,0,0,79,908,43,735
0,34445.0,0,0,92,228,122,122
1,68281.0,0,0,31,995,112,417
0,37284.0,1,1,46,11,1,2
1,36790.0,0,0,14,3,3,14
0,27943.0,1,1,89,12,1,16
0,22263.0,1,1,31,17,0,2
0,30261.0,1,2,75,8,0,5
0,28587.0,1,0,42,22,4,17
0,43815.0,1,0,53,14,10,29
0,48195.0,1,1,53,106,27,68
0,77027.0,0,1,23,820,57,242
0,71322.0,0,1,57,753,43,226
0,32765.0,1,0,49,13,3,17
0,29672.0,1,1,6,9,1,3
0,23272.0,0,0,29,19,3,6
1,49912.0,0,1,5,520,8,223
0,7500.0,1,0,98,5,17,17
1,68117.0,0,1,80,618,44,215
0,67225.0,0,1,4,315,35,322
0,17649.0,1,0,70,15,1,23
0,55914.0,0,1,32,384,60,364
0,40059.0,1,0,82,110,29,92
0,60905.0,0,1,27,208,17,76
0,75330.0,1,1,94,555,82,257
0,60689.0,0,1,23,240,90,216
0,38680.0,1,0,97,11,0,36
0,61416.0,0,0,25,848,154,323
0,49767.0,0,0,92,202,47,197
0,83273.0,1,2,98,433,89,650
0,29009.0,1,0,19,6,6,15
0,45057.0,1,0,80,37,0,7
0,37150.0,1,0,80,167,37,64
0,43020.0,1,0,79,45,7,99
0,53154.0,0,1,50,129,0,21
0,65308.0,0,0,60,713,0,264
1,76467.0,1,0,44,676,161,426
0,81044.0,0,0,0,450,26,535
0,32871.0,1,1,28,22,2,12
0,55801.0,1,1,35,367,4,51
0,76320.0,0,1,49,526,35,214
0,36927.0,1,1,46,51,0,16
0,48794.0,1,1,97,25,0,11
0,23478.0,0,0,51,28,6,27
0,71128.0,1,0,80,958,159,447
0,70179.0,0,1,10,532,88,168
0,59462.0,0,1,29,724,17,143
0,38361.0,1,0,74,39,0,56
0,70038.0,0,0,54,587,54,348
0,42554.0,1,1,93,29,1,11
0,67445.0,0,1,63,757,80,217
0,67046.0,0,1,92,544,35,133
0,42192.0,0,0,40,40,15,15
0,77610.0,0,1,70,1245,33,332
0,31761.0,1,0,96,19,1,20
0,34350.0,1,0,81,16,3,15
0,54591.0,0,1,63,376,4,94
0,71866.0,0,1,85,184,178,178
0,25293.0,1,0,51,15,0,11
1,42000.0,0,0,23,124,83,267
0,69520.0,0,0,95,627,120,414
1,64713.0,1,0,11,180,60,241
0,27889.0,1,0,42,14,0,4
0,22123.0,0,0,77,3,3,24
0,27803.0,1,0,40,8,26,46
0,51651.0,0,1,32,293,6,23
0,68487.0,0,0,48,758,12,385
0,56796.0,0,1,24,656,38,161
0,87000.0,0,0,61,196,25,607
0,79823.0,0,1,6,835,73,380
0,30828.0,1,0,16,16,11,15
0,34109.0,0,1,39,9,1,5
1,53367.0,1,1,2,229,7,140
0,22390.0,0,0,49,0,1,4
0,71322.0,0,1,31,121,24,124
1,79244.0,0,0,58,471,102,125
1,49912.0,0,1,5,520,8,223
0,48699.0,1,1,90,26,1,10
0,80144.0,0,0,47,240,132,445
0,54252.0,1,1,25,178,4,26
1,81929.0,1,0,60,1486,55,278
0,76068.0,0,1,67,1115,12,128
0,53204.0,1,1,40,29,0,8
0,67911.0,0,1,63,529,0,356
1,14796.0,1,0,1,13,3,8
0,78128.0,0,1,89,934,24,230
0,14188.0,0,0,40,2,7,11
0,20425.0,1,0,5,4,12,5
0,58646.0,0,1,3,62,1,44
1,72967.0,0,1,1,158,35,179
0,48150.0,0,1,24,173,2,39
1,82332.0,0,0,89,830,59,968
0,58275.0,1,1,48,189,10,253
0,44953.0,0,0,31,728,17,133
0,34587.0,1,1,68,7,2,9
0,43018.0,0,1,46,35,4,17
0,45736.0,0,1,92,188,3,180
0,66476.0,0,1,80,742,28,152
0,27733.0,1,0,16,0,7,5
0,69805.0,0,1,50,750,71,174
0,72217.0,0,0,93,816,42,450
0,25818.0,1,0,51,5,2,8
0,37509.0,1,0,24,37,5,56
0,25176.0,1,1,79,4,0,4
0,43586.0,0,1,26,99,2,11
0,53230.0,0,1,86,176,72,98
0,50116.0,1,1,68,54,0,10
0,84906.0,0,0,98,997,15,414
0,61286.0,0,1,34,356,0,107
1,82333.0,0,0,60,1311,0,359
1,65220.0,0,0,3,890,63,292
0,33590.0,2,1,65,4,0,2
0,30992.0,1,0,83,17,0,14
1,72309.0,0,0,64,960,0,883
0,156924.0,0,0,85,2,1,2
0,16005.0,1,0,69,1,3,2
0,65487.0,0,0,48,240,67,500
0,58692.0,0,1,21,301,11,61
0,40590.0,1,1,30,154,0,50
0,20587.0,1,0,39,2,3,6
0,62637.0,0,1,76,104,12,48
1,29435.0,1,1,11,70,3,37
0,19346.0,1,0,26,2,0,9
0,35788.0,1,1,34,23,2,11
0,36997.0,1,1,72,43,4,12
0,23539.0,0,0,13,4,24,11
0,65333.0,0,1,58,654,7,92
1,78499.0,0,0,12,912,72,170
0,29732.0,1,0,23,25,0,8
0,41275.0,1,2,33,24,4,22
0,63516.0,1,1,30,141,11,114
0,42769.0,0,1,15,71,0,13
0,49572.0,1,1,25,35,1,16
0,69209.0,0,0,4,496,32,849
0,17148.0,1,0,80,9,9,11
0,40590.0,1,1,30,154,0,50
0,30560.0,1,0,6,9,1,5
0,32146.0,1,0,16,26,3,23
0,41713.0,1,1,57,77,8,44
0,34176.0,0,1,9,11,2,7
0,58482.0,0,1,59,576,7,115
0,59686.0,0,1,78,89,15,89
1,60896.0,0,1,90,1013,30,399
0,62994.0,1,0,74,224,12,48
0,47320.0,0,1,10,200,19,111
0,74859.0,0,0,63,570,73,614
0,15253.0,1,0,13,1,3,3
0,31560.0,1,0,98,62,1,20
0,72071.0,0,1,4,531,69,300
1,91172.0,0,0,94,162,28,818
0,90000.0,0,0,91,675,144,133
0,41967.0,1,1,66,23,4,10
0,69263.0,0,1,14,492,5,32
1,65706.0,0,0,77,918,10,129
0,60934.0,0,1,41,224,155,155
0,71965.0,0,1,21,572,19,286
0,65210.0,0,1,25,626,0,70
1,79174.0,0,0,2,1074,37,518
0,81380.0,0,0,51,741,68,689
0,48432.0,0,1,3,322,3,50
0,52914.0,0,1,32,254,10,44
0,38946.0,0,1,84,116,6,82
0,26067.0,1,0,49,22,2,18
0,44325.0,0,1,69,516,0,21
0,42523.0,0,0,96,14,36,11
0,26487.0,1,0,23,2,8,10
0,53233.0,0,1,18,28,0,9
0,67716.0,0,1,8,530,142,217
0,76234.0,0,1,21,519,50,167
0,84117.0,0,0,60,611,76,749
0,65487.0,0,0,48,240,67,500
0,25224.0,1,0,36,4,9,12
1,89616.0,0,0,36,671,47,655
0,40851.0,1,1,63,23,1,7
0,27469.0,0,0,2,9,1,2
1,82347.0,0,0,38,556,54,845
1,73803.0,0,1,61,833,80,363
0,8820.0,1,1,52,12,0,13
0,43322.0,0,0,25,56,7,48
0,55593.0,0,1,63,293,8,124
1,50501.0,1,1,10,297,0,38
0,37085.0,1,1,65,39,1,16
0,16185.0,1,0,71,5,11,16
0,57731.0,0,1,0,266,21,300
1,48432.0,0,1,3,322,3,50
0,73807.0,0,1,88,366,124,156
0,18929.0,0,0,15,32,0,8
0,35893.0,1,1,80,158,0,23
0,61014.0,0,1,17,269,129,495
0,32144.0,1,1,76,41,0,10
0,14918.0,0,1,52,3,3,3
0,45146.0,1,1,28,33,0,5
0,41769.0,0,1,31,302,29,131
0,88325.0,0,0,42,519,71,860
0,38054.0,1,1,24,23,2,17
0,80617.0,0,0,42,594,51,631
0,5305.0,0,1,12,12,4,7
0,36807.0,1,1,88,4,2,5
0,28427.0,1,0,67,18,3,19
